Using GPU 0: NVIDIA GeForce RTX 3090
Added data augmentation
Will run 1 Squeeze and Excitation experiments


================================================================================
EXPERIMENT 1/1
Add Squeeze and Excitation after each denseblock
================================================================================

Trainable parameters: 311,304 / 7,265,160 (4.28%)

Model architecture:
  Features: 16 layers
  Classifier input: 1024 features
  Classifier output: 8 classes
Epoch 1/500 - Train Loss: 2.1047, Train Accuracy: 0.1625, Test Loss: 2.0893, Test Accuracy: 0.1543
Epoch 2/500 - Train Loss: 2.0318, Train Accuracy: 0.2000, Test Loss: 2.0639, Test Accuracy: 0.1818
Epoch 3/500 - Train Loss: 1.9800, Train Accuracy: 0.2500, Test Loss: 2.0092, Test Accuracy: 0.2312
Epoch 4/500 - Train Loss: 1.9301, Train Accuracy: 0.3075, Test Loss: 1.9491, Test Accuracy: 0.2941
Epoch 5/500 - Train Loss: 1.8901, Train Accuracy: 0.3450, Test Loss: 1.8919, Test Accuracy: 0.3566
Epoch 6/500 - Train Loss: 1.8373, Train Accuracy: 0.4250, Test Loss: 1.8426, Test Accuracy: 0.3955
Epoch 7/500 - Train Loss: 1.8039, Train Accuracy: 0.4350, Test Loss: 1.8014, Test Accuracy: 0.4414
Epoch 8/500 - Train Loss: 1.7570, Train Accuracy: 0.5025, Test Loss: 1.7614, Test Accuracy: 0.4738
Epoch 9/500 - Train Loss: 1.7196, Train Accuracy: 0.5025, Test Loss: 1.7200, Test Accuracy: 0.5166
Epoch 10/500 - Train Loss: 1.6713, Train Accuracy: 0.5775, Test Loss: 1.6830, Test Accuracy: 0.5555
Epoch 11/500 - Train Loss: 1.6435, Train Accuracy: 0.6300, Test Loss: 1.6445, Test Accuracy: 0.6005
Epoch 12/500 - Train Loss: 1.5963, Train Accuracy: 0.6575, Test Loss: 1.6101, Test Accuracy: 0.6359
Epoch 13/500 - Train Loss: 1.5642, Train Accuracy: 0.6950, Test Loss: 1.5777, Test Accuracy: 0.6617
Epoch 14/500 - Train Loss: 1.5275, Train Accuracy: 0.7200, Test Loss: 1.5459, Test Accuracy: 0.6888
