Using GPU 0: NVIDIA GeForce RTX 3090
Epoch 1/500 - Train Loss: 2.0767, Train Accuracy: 0.1575, Test Loss: 2.0060, Test Accuracy: 0.2509
Epoch 2/500 - Train Loss: 1.9034, Train Accuracy: 0.2900, Test Loss: 1.8293, Test Accuracy: 0.4231
Epoch 3/500 - Train Loss: 1.7585, Train Accuracy: 0.4675, Test Loss: 1.6191, Test Accuracy: 0.5686
Epoch 4/500 - Train Loss: 1.5646, Train Accuracy: 0.6275, Test Loss: 1.4486, Test Accuracy: 0.6687
Epoch 5/500 - Train Loss: 1.4456, Train Accuracy: 0.6375, Test Loss: 1.2787, Test Accuracy: 0.7474
Epoch 6/500 - Train Loss: 1.3110, Train Accuracy: 0.7250, Test Loss: 1.1385, Test Accuracy: 0.7911
Epoch 7/500 - Train Loss: 1.1785, Train Accuracy: 0.7625, Test Loss: 1.0174, Test Accuracy: 0.8260
Epoch 8/500 - Train Loss: 1.0815, Train Accuracy: 0.7850, Test Loss: 0.9126, Test Accuracy: 0.8545
Epoch 9/500 - Train Loss: 0.9693, Train Accuracy: 0.8150, Test Loss: 0.8167, Test Accuracy: 0.8676
Epoch 10/500 - Train Loss: 0.9064, Train Accuracy: 0.8050, Test Loss: 0.7366, Test Accuracy: 0.8855
Epoch 11/500 - Train Loss: 0.8584, Train Accuracy: 0.8425, Test Loss: 0.6677, Test Accuracy: 0.8969
Epoch 12/500 - Train Loss: 0.7599, Train Accuracy: 0.8575, Test Loss: 0.6047, Test Accuracy: 0.9047
Epoch 13/500 - Train Loss: 0.7095, Train Accuracy: 0.8750, Test Loss: 0.5508, Test Accuracy: 0.9069
Epoch 14/500 - Train Loss: 0.6925, Train Accuracy: 0.8625, Test Loss: 0.5252, Test Accuracy: 0.9161
Epoch 15/500 - Train Loss: 0.6848, Train Accuracy: 0.8575, Test Loss: 0.4882, Test Accuracy: 0.9231
