Using GPU 0: NVIDIA GeForce RTX 3090
Will run 3 block modification experiments

Added data augmentation

================================================================================
EXPERIMENT 1/3
Remove Last Block (DB4+T3)
================================================================================

Trainable parameters: 8,200 / 4,277,640 (0.19%)

Model architecture:
  Features: 10 layers
  Classifier input: 1024 features
  Classifier output: 8 classes
Epoch 1/500 - Train Loss: 2.1104, Train Accuracy: 0.1325, Test Loss: 2.0803, Test Accuracy: 0.1416
Epoch 2/500 - Train Loss: 2.0859, Train Accuracy: 0.1175, Test Loss: 2.0768, Test Accuracy: 0.1617
Epoch 3/500 - Train Loss: 2.0688, Train Accuracy: 0.1050, Test Loss: 2.0711, Test Accuracy: 0.1858
Epoch 4/500 - Train Loss: 2.0432, Train Accuracy: 0.1900, Test Loss: 2.0613, Test Accuracy: 0.2094
Epoch 5/500 - Train Loss: 2.0308, Train Accuracy: 0.2225, Test Loss: 2.0446, Test Accuracy: 0.3003
Epoch 6/500 - Train Loss: 2.0094, Train Accuracy: 0.3775, Test Loss: 2.0205, Test Accuracy: 0.3912
Epoch 7/500 - Train Loss: 1.9904, Train Accuracy: 0.4150, Test Loss: 1.9950, Test Accuracy: 0.4388
Epoch 8/500 - Train Loss: 1.9724, Train Accuracy: 0.4325, Test Loss: 1.9691, Test Accuracy: 0.4733
Epoch 9/500 - Train Loss: 1.9521, Train Accuracy: 0.4675, Test Loss: 1.9447, Test Accuracy: 0.4974
Epoch 10/500 - Train Loss: 1.9326, Train Accuracy: 0.5025, Test Loss: 1.9241, Test Accuracy: 0.5310
Epoch 11/500 - Train Loss: 1.9158, Train Accuracy: 0.5875, Test Loss: 1.9091, Test Accuracy: 0.5612
Epoch 12/500 - Train Loss: 1.8994, Train Accuracy: 0.5900, Test Loss: 1.8929, Test Accuracy: 0.5765
Epoch 13/500 - Train Loss: 1.8882, Train Accuracy: 0.6125, Test Loss: 1.8741, Test Accuracy: 0.5983
Epoch 14/500 - Train Loss: 1.8611, Train Accuracy: 0.6775, Test Loss: 1.8592, Test Accuracy: 0.5752
