"Step","PatchModel: patch=8 non-overlap merge=mean w=512 d=2 - test_accuracy","PatchModel: patch=8 non-overlap merge=mean w=512 d=2 - test_accuracy__MIN","PatchModel: patch=8 non-overlap merge=mean w=512 d=2 - test_accuracy__MAX","PatchModel: patch=8 non-overlap merge=mean w=512 d=2 - train_accuracy","PatchModel: patch=8 non-overlap merge=mean w=512 d=2 - train_accuracy__MIN","PatchModel: patch=8 non-overlap merge=mean w=512 d=2 - train_accuracy__MAX","PatchModel: patch=4 non-overlap merge=mean w=512 d=2 - test_accuracy","PatchModel: patch=4 non-overlap merge=mean w=512 d=2 - test_accuracy__MIN","PatchModel: patch=4 non-overlap merge=mean w=512 d=2 - test_accuracy__MAX","PatchModel: patch=4 non-overlap merge=mean w=512 d=2 - train_accuracy","PatchModel: patch=4 non-overlap merge=mean w=512 d=2 - train_accuracy__MIN","PatchModel: patch=4 non-overlap merge=mean w=512 d=2 - train_accuracy__MAX","PatchModel: patch=16 non-overlap merge=mean w=512 d=2 - test_accuracy","PatchModel: patch=16 non-overlap merge=mean w=512 d=2 - test_accuracy__MIN","PatchModel: patch=16 non-overlap merge=mean w=512 d=2 - test_accuracy__MAX","PatchModel: patch=16 non-overlap merge=mean w=512 d=2 - train_accuracy","PatchModel: patch=16 non-overlap merge=mean w=512 d=2 - train_accuracy__MIN","PatchModel: patch=16 non-overlap merge=mean w=512 d=2 - train_accuracy__MAX","PatchModel: patch=32 non-overlap merge=mean w=512 d=2 - test_accuracy","PatchModel: patch=32 non-overlap merge=mean w=512 d=2 - test_accuracy__MIN","PatchModel: patch=32 non-overlap merge=mean w=512 d=2 - test_accuracy__MAX","PatchModel: patch=32 non-overlap merge=mean w=512 d=2 - train_accuracy","PatchModel: patch=32 non-overlap merge=mean w=512 d=2 - train_accuracy__MIN","PatchModel: patch=32 non-overlap merge=mean w=512 d=2 - train_accuracy__MAX"
"117","0.2781818181818182","0.2781818181818182","0.2781818181818182","0.2598850574712644","0.2598850574712644","0.2598850574712644","0.2677272727272727","0.2677272727272727","0.2677272727272727","0.23448275862068965","0.23448275862068965","0.23448275862068965","0.2959090909090909","0.2959090909090909","0.2959090909090909","0.26448275862068965","0.26448275862068965","0.26448275862068965","0.2990909090909091","0.2990909090909091","0.2990909090909091","0.26873563218390806","0.26873563218390806","0.26873563218390806"
"118","0.2786363636363636","0.2786363636363636","0.2786363636363636","0.25333333333333335","0.25333333333333335","0.25333333333333335","0.27","0.27","0.27","0.23379310344827586","0.23379310344827586","0.23379310344827586","0.29409090909090907","0.29409090909090907","0.29409090909090907","0.2616091954022989","0.2616091954022989","0.2616091954022989","0.29409090909090907","0.29409090909090907","0.29409090909090907","0.27827586206896554","0.27827586206896554","0.27827586206896554"
"119","0.28454545454545455","0.28454545454545455","0.28454545454545455","0.2552873563218391","0.2552873563218391","0.2552873563218391","0.2690909090909091","0.2690909090909091","0.2690909090909091","0.23275862068965517","0.23275862068965517","0.23275862068965517","0.2968181818181818","0.2968181818181818","0.2968181818181818","0.26517241379310347","0.26517241379310347","0.26517241379310347","0.2990909090909091","0.2990909090909091","0.2990909090909091","0.27229885057471265","0.27229885057471265","0.27229885057471265"
"120","0.2759090909090909","0.2759090909090909","0.2759090909090909","0.2519540229885057","0.2519540229885057","0.2519540229885057","0.2609090909090909","0.2609090909090909","0.2609090909090909","0.2425287356321839","0.2425287356321839","0.2425287356321839","0.29409090909090907","0.29409090909090907","0.29409090909090907","0.2675862068965517","0.2675862068965517","0.2675862068965517","0.29545454545454547","0.29545454545454547","0.29545454545454547","0.2711494252873563","0.2711494252873563","0.2711494252873563"
"121","0.2768181818181818","0.2768181818181818","0.2768181818181818","0.25885057471264367","0.25885057471264367","0.25885057471264367","0.26045454545454544","0.26045454545454544","0.26045454545454544","0.23701149425287357","0.23701149425287357","0.23701149425287357","0.2881818181818182","0.2881818181818182","0.2881818181818182","0.26252873563218393","0.26252873563218393","0.26252873563218393","0.295","0.295","0.295","0.2749425287356322","0.2749425287356322","0.2749425287356322"
"122","0.2827272727272727","0.2827272727272727","0.2827272727272727","0.2564367816091954","0.2564367816091954","0.2564367816091954","0.26","0.26","0.26","0.23448275862068965","0.23448275862068965","0.23448275862068965","0.29409090909090907","0.29409090909090907","0.29409090909090907","0.2637931034482759","0.2637931034482759","0.2637931034482759","0.2868181818181818","0.2868181818181818","0.2868181818181818","0.27597701149425286","0.27597701149425286","0.27597701149425286"
"123","0.2863636363636364","0.2863636363636364","0.2863636363636364","0.2601149425287356","0.2601149425287356","0.2601149425287356","0.26590909090909093","0.26590909090909093","0.26590909090909093","0.23770114942528736","0.23770114942528736","0.23770114942528736","0.2827272727272727","0.2827272727272727","0.2827272727272727","0.2620689655172414","0.2620689655172414","0.2620689655172414","0.295","0.295","0.295","0.2772413793103448","0.2772413793103448","0.2772413793103448"
"124","0.2786363636363636","0.2786363636363636","0.2786363636363636","0.25839080459770114","0.25839080459770114","0.25839080459770114","0.2631818181818182","0.2631818181818182","0.2631818181818182","0.23689655172413793","0.23689655172413793","0.23689655172413793","0.2768181818181818","0.2768181818181818","0.2768181818181818","0.2667816091954023","0.2667816091954023","0.2667816091954023","0.29454545454545455","0.29454545454545455","0.29454545454545455","0.27206896551724136","0.27206896551724136","0.27206896551724136"
"125","0.2922727272727273","0.2922727272727273","0.2922727272727273","0.25482758620689655","0.25482758620689655","0.25482758620689655","0.26590909090909093","0.26590909090909093","0.26590909090909093","0.23781609195402298","0.23781609195402298","0.23781609195402298","0.2772727272727273","0.2772727272727273","0.2772727272727273","0.2679310344827586","0.2679310344827586","0.2679310344827586","0.28454545454545455","0.28454545454545455","0.28454545454545455","0.2732183908045977","0.2732183908045977","0.2732183908045977"
"126","0.2827272727272727","0.2827272727272727","0.2827272727272727","0.2618390804597701","0.2618390804597701","0.2618390804597701","0.2681818181818182","0.2681818181818182","0.2681818181818182","0.2367816091954023","0.2367816091954023","0.2367816091954023","0.2868181818181818","0.2868181818181818","0.2868181818181818","0.2632183908045977","0.2632183908045977","0.2632183908045977","0.30272727272727273","0.30272727272727273","0.30272727272727273","0.27402298850574713","0.27402298850574713","0.27402298850574713"
"127","0.2827272727272727","0.2827272727272727","0.2827272727272727","0.2642528735632184","0.2642528735632184","0.2642528735632184","0.2727272727272727","0.2727272727272727","0.2727272727272727","0.23482758620689656","0.23482758620689656","0.23482758620689656","0.2877272727272727","0.2877272727272727","0.2877272727272727","0.2695402298850575","0.2695402298850575","0.2695402298850575","0.3013636363636364","0.3013636363636364","0.3013636363636364","0.27045977011494254","0.27045977011494254","0.27045977011494254"
"128","0.2881818181818182","0.2881818181818182","0.2881818181818182","0.26241379310344826","0.26241379310344826","0.26241379310344826","0.2636363636363636","0.2636363636363636","0.2636363636363636","0.2382758620689655","0.2382758620689655","0.2382758620689655","0.2859090909090909","0.2859090909090909","0.2859090909090909","0.2728735632183908","0.2728735632183908","0.2728735632183908","0.31","0.31","0.31","0.2747126436781609","0.2747126436781609","0.2747126436781609"
"129","0.29363636363636364","0.29363636363636364","0.29363636363636364","0.26770114942528733","0.26770114942528733","0.26770114942528733","0.2718181818181818","0.2718181818181818","0.2718181818181818","0.2364367816091954","0.2364367816091954","0.2364367816091954","0.28136363636363637","0.28136363636363637","0.28136363636363637","0.2672413793103448","0.2672413793103448","0.2672413793103448","0.29318181818181815","0.29318181818181815","0.29318181818181815","0.27632183908045976","0.27632183908045976","0.27632183908045976"
"130","0.2790909090909091","0.2790909090909091","0.2790909090909091","0.2652873563218391","0.2652873563218391","0.2652873563218391","0.27090909090909093","0.27090909090909093","0.27090909090909093","0.23724137931034484","0.23724137931034484","0.23724137931034484","0.2909090909090909","0.2909090909090909","0.2909090909090909","0.26471264367816094","0.26471264367816094","0.26471264367816094","0.3104545454545454","0.3104545454545454","0.3104545454545454","0.2768965517241379","0.2768965517241379","0.2768965517241379"
"131","0.28045454545454546","0.28045454545454546","0.28045454545454546","0.25689655172413794","0.25689655172413794","0.25689655172413794","0.27","0.27","0.27","0.2460919540229885","0.2460919540229885","0.2460919540229885","0.28909090909090907","0.28909090909090907","0.28909090909090907","0.2652873563218391","0.2652873563218391","0.2652873563218391","0.30636363636363634","0.30636363636363634","0.30636363636363634","0.27091954022988507","0.27091954022988507","0.27091954022988507"
"132","0.2909090909090909","0.2909090909090909","0.2909090909090909","0.2689655172413793","0.2689655172413793","0.2689655172413793","0.2690909090909091","0.2690909090909091","0.2690909090909091","0.24298850574712644","0.24298850574712644","0.24298850574712644","0.2877272727272727","0.2877272727272727","0.2877272727272727","0.27160919540229883","0.27160919540229883","0.27160919540229883","0.3104545454545454","0.3104545454545454","0.3104545454545454","0.2775862068965517","0.2775862068965517","0.2775862068965517"
"133","0.2877272727272727","0.2877272727272727","0.2877272727272727","0.2652873563218391","0.2652873563218391","0.2652873563218391","0.275","0.275","0.275","0.2413793103448276","0.2413793103448276","0.2413793103448276","0.28363636363636363","0.28363636363636363","0.28363636363636363","0.26586206896551723","0.26586206896551723","0.26586206896551723","0.3131818181818182","0.3131818181818182","0.3131818181818182","0.2848275862068966","0.2848275862068966","0.2848275862068966"
"134","0.28454545454545455","0.28454545454545455","0.28454545454545455","0.26459770114942527","0.26459770114942527","0.26459770114942527","0.27090909090909093","0.27090909090909093","0.27090909090909093","0.24379310344827587","0.24379310344827587","0.24379310344827587","0.2827272727272727","0.2827272727272727","0.2827272727272727","0.26908045977011497","0.26908045977011497","0.26908045977011497","0.29318181818181815","0.29318181818181815","0.29318181818181815","0.27666666666666667","0.27666666666666667","0.27666666666666667"
"135","0.2868181818181818","0.2868181818181818","0.2868181818181818","0.26448275862068965","0.26448275862068965","0.26448275862068965","0.2677272727272727","0.2677272727272727","0.2677272727272727","0.24459770114942528","0.24459770114942528","0.24459770114942528","0.29863636363636364","0.29863636363636364","0.29863636363636364","0.2717241379310345","0.2717241379310345","0.2717241379310345","0.29954545454545456","0.29954545454545456","0.29954545454545456","0.284367816091954","0.284367816091954","0.284367816091954"
"136","0.295","0.295","0.295","0.2558620689655172","0.2558620689655172","0.2558620689655172","0.27136363636363636","0.27136363636363636","0.27136363636363636","0.24","0.24","0.24","0.28954545454545455","0.28954545454545455","0.28954545454545455","0.27057471264367816","0.27057471264367816","0.27057471264367816","0.3090909090909091","0.3090909090909091","0.3090909090909091","0.2788505747126437","0.2788505747126437","0.2788505747126437"
"137","0.2809090909090909","0.2809090909090909","0.2809090909090909","0.26666666666666666","0.26666666666666666","0.26666666666666666","0.2722727272727273","0.2722727272727273","0.2722727272727273","0.2435632183908046","0.2435632183908046","0.2435632183908046","0.28363636363636363","0.28363636363636363","0.28363636363636363","0.2710344827586207","0.2710344827586207","0.2710344827586207","0.3018181818181818","0.3018181818181818","0.3018181818181818","0.277816091954023","0.277816091954023","0.277816091954023"
"138","0.2990909090909091","0.2990909090909091","0.2990909090909091","0.26517241379310347","0.26517241379310347","0.26517241379310347","0.2736363636363636","0.2736363636363636","0.2736363636363636","0.24586206896551724","0.24586206896551724","0.24586206896551724","0.2990909090909091","0.2990909090909091","0.2990909090909091","0.2764367816091954","0.2764367816091954","0.2764367816091954","0.30363636363636365","0.30363636363636365","0.30363636363636365","0.2833333333333333","0.2833333333333333","0.2833333333333333"
"139","0.3040909090909091","0.3040909090909091","0.3040909090909091","0.26298850574712646","0.26298850574712646","0.26298850574712646","0.27636363636363637","0.27636363636363637","0.27636363636363637","0.24080459770114943","0.24080459770114943","0.24080459770114943","0.3","0.3","0.3","0.26804597701149424","0.26804597701149424","0.26804597701149424","0.29454545454545455","0.29454545454545455","0.29454545454545455","0.27839080459770116","0.27839080459770116","0.27839080459770116"
"140","0.29954545454545456","0.29954545454545456","0.29954545454545456","0.2667816091954023","0.2667816091954023","0.2667816091954023","0.2740909090909091","0.2740909090909091","0.2740909090909091","0.23839080459770115","0.23839080459770115","0.23839080459770115","0.285","0.285","0.285","0.27091954022988507","0.27091954022988507","0.27091954022988507","0.30454545454545456","0.30454545454545456","0.30454545454545456","0.28344827586206894","0.28344827586206894","0.28344827586206894"
"141","0.28545454545454546","0.28545454545454546","0.28545454545454546","0.27011494252873564","0.27011494252873564","0.27011494252873564","0.28045454545454546","0.28045454545454546","0.28045454545454546","0.24333333333333335","0.24333333333333335","0.24333333333333335","0.2868181818181818","0.2868181818181818","0.2868181818181818","0.275632183908046","0.275632183908046","0.275632183908046","0.3018181818181818","0.3018181818181818","0.3018181818181818","0.28045977011494255","0.28045977011494255","0.28045977011494255"
"142","0.2809090909090909","0.2809090909090909","0.2809090909090909","0.27632183908045976","0.27632183908045976","0.27632183908045976","0.26954545454545453","0.26954545454545453","0.26954545454545453","0.24528735632183907","0.24528735632183907","0.24528735632183907","0.29545454545454547","0.29545454545454547","0.29545454545454547","0.27402298850574713","0.27402298850574713","0.27402298850574713","0.30727272727272725","0.30727272727272725","0.30727272727272725","0.2814942528735632","0.2814942528735632","0.2814942528735632"
"143","0.2968181818181818","0.2968181818181818","0.2968181818181818","0.26241379310344826","0.26241379310344826","0.26241379310344826","0.27545454545454545","0.27545454545454545","0.27545454545454545","0.23218390804597702","0.23218390804597702","0.23218390804597702","0.3","0.3","0.3","0.2747126436781609","0.2747126436781609","0.2747126436781609","0.3054545454545455","0.3054545454545455","0.3054545454545455","0.28586206896551725","0.28586206896551725","0.28586206896551725"
"144","0.29454545454545455","0.29454545454545455","0.29454545454545455","0.2689655172413793","0.2689655172413793","0.2689655172413793","0.27045454545454545","0.27045454545454545","0.27045454545454545","0.24","0.24","0.24","0.3004545454545455","0.3004545454545455","0.3004545454545455","0.2733333333333333","0.2733333333333333","0.2733333333333333","0.30954545454545457","0.30954545454545457","0.30954545454545457","0.277816091954023","0.277816091954023","0.277816091954023"
"145","0.29","0.29","0.29","0.27160919540229883","0.27160919540229883","0.27160919540229883","0.2681818181818182","0.2681818181818182","0.2681818181818182","0.24333333333333335","0.24333333333333335","0.24333333333333335","0.29545454545454547","0.29545454545454547","0.29545454545454547","0.2728735632183908","0.2728735632183908","0.2728735632183908","0.3054545454545455","0.3054545454545455","0.3054545454545455","0.2872413793103448","0.2872413793103448","0.2872413793103448"
"146","0.2968181818181818","0.2968181818181818","0.2968181818181818","0.2711494252873563","0.2711494252873563","0.2711494252873563","0.27636363636363637","0.27636363636363637","0.27636363636363637","0.24","0.24","0.24","0.2990909090909091","0.2990909090909091","0.2990909090909091","0.2711494252873563","0.2711494252873563","0.2711494252873563","0.30363636363636365","0.30363636363636365","0.30363636363636365","0.28045977011494255","0.28045977011494255","0.28045977011494255"
"147","0.30318181818181816","0.30318181818181816","0.30318181818181816","0.2728735632183908","0.2728735632183908","0.2728735632183908","0.2768181818181818","0.2768181818181818","0.2768181818181818","0.2450574712643678","0.2450574712643678","0.2450574712643678","0.28954545454545455","0.28954545454545455","0.28954545454545455","0.2710344827586207","0.2710344827586207","0.2710344827586207","0.2927272727272727","0.2927272727272727","0.2927272727272727","0.2827586206896552","0.2827586206896552","0.2827586206896552"
"148","0.28454545454545455","0.28454545454545455","0.28454545454545455","0.2735632183908046","0.2735632183908046","0.2735632183908046","0.27636363636363637","0.27636363636363637","0.27636363636363637","0.24080459770114943","0.24080459770114943","0.24080459770114943","0.29818181818181816","0.29818181818181816","0.29818181818181816","0.2814942528735632","0.2814942528735632","0.2814942528735632","0.3104545454545454","0.3104545454545454","0.3104545454545454","0.29517241379310344","0.29517241379310344","0.29517241379310344"
"149","0.27954545454545454","0.27954545454545454","0.27954545454545454","0.26908045977011497","0.26908045977011497","0.26908045977011497","0.2731818181818182","0.2731818181818182","0.2731818181818182","0.2460919540229885","0.2460919540229885","0.2460919540229885","0.30318181818181816","0.30318181818181816","0.30318181818181816","0.28229885057471266","0.28229885057471266","0.28229885057471266","0.31","0.31","0.31","0.28804597701149426","0.28804597701149426","0.28804597701149426"
"150","0.2968181818181818","0.2968181818181818","0.2968181818181818","0.2667816091954023","0.2667816091954023","0.2667816091954023","0.27454545454545454","0.27454545454545454","0.27454545454545454","0.24517241379310345","0.24517241379310345","0.24517241379310345","0.295","0.295","0.295","0.27839080459770116","0.27839080459770116","0.27839080459770116","0.29818181818181816","0.29818181818181816","0.29818181818181816","0.2824137931034483","0.2824137931034483","0.2824137931034483"
"151","0.28545454545454546","0.28545454545454546","0.28545454545454546","0.2717241379310345","0.2717241379310345","0.2717241379310345","0.275","0.275","0.275","0.2435632183908046","0.2435632183908046","0.2435632183908046","0.3009090909090909","0.3009090909090909","0.3009090909090909","0.28126436781609193","0.28126436781609193","0.28126436781609193","0.3040909090909091","0.3040909090909091","0.3040909090909091","0.2852873563218391","0.2852873563218391","0.2852873563218391"
"152","0.295","0.295","0.295","0.2706896551724138","0.2706896551724138","0.2706896551724138","0.2777272727272727","0.2777272727272727","0.2777272727272727","0.2501149425287356","0.2501149425287356","0.2501149425287356","0.29772727272727273","0.29772727272727273","0.29772727272727273","0.26655172413793105","0.26655172413793105","0.26655172413793105","0.31363636363636366","0.31363636363636366","0.31363636363636366","0.29022988505747127","0.29022988505747127","0.29022988505747127"
"153","0.2872727272727273","0.2872727272727273","0.2872727272727273","0.2775862068965517","0.2775862068965517","0.2775862068965517","0.2681818181818182","0.2681818181818182","0.2681818181818182","0.25091954022988505","0.25091954022988505","0.25091954022988505","0.30318181818181816","0.30318181818181816","0.30318181818181816","0.277816091954023","0.277816091954023","0.277816091954023","0.30818181818181817","0.30818181818181817","0.30818181818181817","0.2891954022988506","0.2891954022988506","0.2891954022988506"
"154","0.29772727272727273","0.29772727272727273","0.29772727272727273","0.2689655172413793","0.2689655172413793","0.2689655172413793","0.2777272727272727","0.2777272727272727","0.2777272727272727","0.2539080459770115","0.2539080459770115","0.2539080459770115","0.2927272727272727","0.2927272727272727","0.2927272727272727","0.27632183908045976","0.27632183908045976","0.27632183908045976","0.3118181818181818","0.3118181818181818","0.3118181818181818","0.29367816091954024","0.29367816091954024","0.29367816091954024"
"155","0.30227272727272725","0.30227272727272725","0.30227272727272725","0.26873563218390806","0.26873563218390806","0.26873563218390806","0.2786363636363636","0.2786363636363636","0.2786363636363636","0.2504597701149425","0.2504597701149425","0.2504597701149425","0.2990909090909091","0.2990909090909091","0.2990909090909091","0.2747126436781609","0.2747126436781609","0.2747126436781609","0.32181818181818184","0.32181818181818184","0.32181818181818184","0.2849425287356322","0.2849425287356322","0.2849425287356322"
"156","0.30636363636363634","0.30636363636363634","0.30636363636363634","0.27011494252873564","0.27011494252873564","0.27011494252873564","0.2831818181818182","0.2831818181818182","0.2831818181818182","0.24080459770114943","0.24080459770114943","0.24080459770114943","0.3004545454545455","0.3004545454545455","0.3004545454545455","0.2771264367816092","0.2771264367816092","0.2771264367816092","0.3009090909090909","0.3009090909090909","0.3009090909090909","0.2860919540229885","0.2860919540229885","0.2860919540229885"
"157","0.2877272727272727","0.2877272727272727","0.2877272727272727","0.27735632183908043","0.27735632183908043","0.27735632183908043","0.28","0.28","0.28","0.2425287356321839","0.2425287356321839","0.2425287356321839","0.2922727272727273","0.2922727272727273","0.2922727272727273","0.2790804597701149","0.2790804597701149","0.2790804597701149","0.30954545454545457","0.30954545454545457","0.30954545454545457","0.28195402298850575","0.28195402298850575","0.28195402298850575"
"158","0.2877272727272727","0.2877272727272727","0.2877272727272727","0.26275862068965516","0.26275862068965516","0.26275862068965516","0.2868181818181818","0.2868181818181818","0.2868181818181818","0.25517241379310346","0.25517241379310346","0.25517241379310346","0.30636363636363634","0.30636363636363634","0.30636363636363634","0.2727586206896552","0.2727586206896552","0.2727586206896552","0.32545454545454544","0.32545454545454544","0.32545454545454544","0.29011494252873565","0.29011494252873565","0.29011494252873565"
"159","0.29863636363636364","0.29863636363636364","0.29863636363636364","0.2772413793103448","0.2772413793103448","0.2772413793103448","0.2759090909090909","0.2759090909090909","0.2759090909090909","0.24655172413793103","0.24655172413793103","0.24655172413793103","0.3013636363636364","0.3013636363636364","0.3013636363636364","0.28195402298850575","0.28195402298850575","0.28195402298850575","0.32636363636363636","0.32636363636363636","0.32636363636363636","0.29022988505747127","0.29022988505747127","0.29022988505747127"
"160","0.3013636363636364","0.3013636363636364","0.3013636363636364","0.27804597701149425","0.27804597701149425","0.27804597701149425","0.28045454545454546","0.28045454545454546","0.28045454545454546","0.24471264367816092","0.24471264367816092","0.24471264367816092","0.30363636363636365","0.30363636363636365","0.30363636363636365","0.27977011494252874","0.27977011494252874","0.27977011494252874","0.32","0.32","0.32","0.2904597701149425","0.2904597701149425","0.2904597701149425"
"161","0.29545454545454547","0.29545454545454547","0.29545454545454547","0.2706896551724138","0.2706896551724138","0.2706896551724138","0.2827272727272727","0.2827272727272727","0.2827272727272727","0.2524137931034483","0.2524137931034483","0.2524137931034483","0.30318181818181816","0.30318181818181816","0.30318181818181816","0.2745977011494253","0.2745977011494253","0.2745977011494253","0.32272727272727275","0.32272727272727275","0.32272727272727275","0.2889655172413793","0.2889655172413793","0.2889655172413793"
"162","0.29954545454545456","0.29954545454545456","0.29954545454545456","0.27735632183908043","0.27735632183908043","0.27735632183908043","0.2777272727272727","0.2777272727272727","0.2777272727272727","0.252183908045977","0.252183908045977","0.252183908045977","0.30727272727272725","0.30727272727272725","0.30727272727272725","0.28218390804597704","0.28218390804597704","0.28218390804597704","0.3159090909090909","0.3159090909090909","0.3159090909090909","0.2891954022988506","0.2891954022988506","0.2891954022988506"
"163","0.2913636363636364","0.2913636363636364","0.2913636363636364","0.277816091954023","0.277816091954023","0.277816091954023","0.285","0.285","0.285","0.2496551724137931","0.2496551724137931","0.2496551724137931","0.3090909090909091","0.3090909090909091","0.3090909090909091","0.27609195402298853","0.27609195402298853","0.27609195402298853","0.32181818181818184","0.32181818181818184","0.32181818181818184","0.2831034482758621","0.2831034482758621","0.2831034482758621"
"164","0.30636363636363634","0.30636363636363634","0.30636363636363634","0.27195402298850574","0.27195402298850574","0.27195402298850574","0.2722727272727273","0.2722727272727273","0.2722727272727273","0.25126436781609196","0.25126436781609196","0.25126436781609196","0.30727272727272725","0.30727272727272725","0.30727272727272725","0.28022988505747126","0.28022988505747126","0.28022988505747126","0.3159090909090909","0.3159090909090909","0.3159090909090909","0.2925287356321839","0.2925287356321839","0.2925287356321839"
"165","0.29363636363636364","0.29363636363636364","0.29363636363636364","0.2788505747126437","0.2788505747126437","0.2788505747126437","0.28454545454545455","0.28454545454545455","0.28454545454545455","0.25298850574712645","0.25298850574712645","0.25298850574712645","0.29045454545454547","0.29045454545454547","0.29045454545454547","0.2842528735632184","0.2842528735632184","0.2842528735632184","0.31363636363636366","0.31363636363636366","0.31363636363636366","0.29","0.29","0.29"
"166","0.3018181818181818","0.3018181818181818","0.3018181818181818","0.2789655172413793","0.2789655172413793","0.2789655172413793","0.2777272727272727","0.2777272727272727","0.2777272727272727","0.24988505747126435","0.24988505747126435","0.24988505747126435","0.3109090909090909","0.3109090909090909","0.3109090909090909","0.28379310344827585","0.28379310344827585","0.28379310344827585","0.32272727272727275","0.32272727272727275","0.32272727272727275","0.28574712643678163","0.28574712643678163","0.28574712643678163"
"167","0.29863636363636364","0.29863636363636364","0.29863636363636364","0.27804597701149425","0.27804597701149425","0.27804597701149425","0.2827272727272727","0.2827272727272727","0.2827272727272727","0.2506896551724138","0.2506896551724138","0.2506896551724138","0.31363636363636366","0.31363636363636366","0.31363636363636366","0.2725287356321839","0.2725287356321839","0.2725287356321839","0.315","0.315","0.315","0.2885057471264368","0.2885057471264368","0.2885057471264368"
"168","0.30727272727272725","0.30727272727272725","0.30727272727272725","0.27482758620689657","0.27482758620689657","0.27482758620689657","0.2881818181818182","0.2881818181818182","0.2881818181818182","0.24551724137931036","0.24551724137931036","0.24551724137931036","0.2972727272727273","0.2972727272727273","0.2972727272727273","0.275632183908046","0.275632183908046","0.275632183908046","0.305","0.305","0.305","0.2882758620689655","0.2882758620689655","0.2882758620689655"
"169","0.29818181818181816","0.29818181818181816","0.29818181818181816","0.27873563218390807","0.27873563218390807","0.27873563218390807","0.2822727272727273","0.2822727272727273","0.2822727272727273","0.24517241379310345","0.24517241379310345","0.24517241379310345","0.3054545454545455","0.3054545454545455","0.3054545454545455","0.2789655172413793","0.2789655172413793","0.2789655172413793","0.31545454545454543","0.31545454545454543","0.31545454545454543","0.2852873563218391","0.2852873563218391","0.2852873563218391"
"170","0.2927272727272727","0.2927272727272727","0.2927272727272727","0.2785057471264368","0.2785057471264368","0.2785057471264368","0.2868181818181818","0.2868181818181818","0.2868181818181818","0.2481609195402299","0.2481609195402299","0.2481609195402299","0.3009090909090909","0.3009090909090909","0.3009090909090909","0.28172413793103446","0.28172413793103446","0.28172413793103446","0.3236363636363636","0.3236363636363636","0.3236363636363636","0.2926436781609195","0.2926436781609195","0.2926436781609195"
"171","0.2963636363636364","0.2963636363636364","0.2963636363636364","0.27988505747126435","0.27988505747126435","0.27988505747126435","0.28863636363636364","0.28863636363636364","0.28863636363636364","0.25","0.25","0.25","0.3059090909090909","0.3059090909090909","0.3059090909090909","0.284367816091954","0.284367816091954","0.284367816091954","0.3240909090909091","0.3240909090909091","0.3240909090909091","0.29701149425287354","0.29701149425287354","0.29701149425287354"
"172","0.30727272727272725","0.30727272727272725","0.30727272727272725","0.28206896551724137","0.28206896551724137","0.28206896551724137","0.28045454545454546","0.28045454545454546","0.28045454545454546","0.2537931034482759","0.2537931034482759","0.2537931034482759","0.31863636363636366","0.31863636363636366","0.31863636363636366","0.2847126436781609","0.2847126436781609","0.2847126436781609","0.31727272727272726","0.31727272727272726","0.31727272727272726","0.2882758620689655","0.2882758620689655","0.2882758620689655"
"173","0.3018181818181818","0.3018181818181818","0.3018181818181818","0.27770114942528734","0.27770114942528734","0.27770114942528734","0.28545454545454546","0.28545454545454546","0.28545454545454546","0.25229885057471263","0.25229885057471263","0.25229885057471263","0.2922727272727273","0.2922727272727273","0.2922727272727273","0.28126436781609193","0.28126436781609193","0.28126436781609193","0.3195454545454545","0.3195454545454545","0.3195454545454545","0.29620689655172416","0.29620689655172416","0.29620689655172416"
"174","0.30272727272727273","0.30272727272727273","0.30272727272727273","0.27034482758620687","0.27034482758620687","0.27034482758620687","0.2868181818181818","0.2868181818181818","0.2868181818181818","0.25494252873563217","0.25494252873563217","0.25494252873563217","0.30454545454545456","0.30454545454545456","0.30454545454545456","0.2864367816091954","0.2864367816091954","0.2864367816091954","0.31727272727272726","0.31727272727272726","0.31727272727272726","0.28954022988505745","0.28954022988505745","0.28954022988505745"
"175","0.2913636363636364","0.2913636363636364","0.2913636363636364","0.27379310344827584","0.27379310344827584","0.27379310344827584","0.28363636363636363","0.28363636363636363","0.28363636363636363","0.25482758620689655","0.25482758620689655","0.25482758620689655","0.3","0.3","0.3","0.2847126436781609","0.2847126436781609","0.2847126436781609","0.31636363636363635","0.31636363636363635","0.31636363636363635","0.29517241379310344","0.29517241379310344","0.29517241379310344"
"176","0.315","0.315","0.315","0.28793103448275864","0.28793103448275864","0.28793103448275864","0.2863636363636364","0.2863636363636364","0.2863636363636364","0.2524137931034483","0.2524137931034483","0.2524137931034483","0.30363636363636365","0.30363636363636365","0.30363636363636365","0.28804597701149426","0.28804597701149426","0.28804597701149426","0.3209090909090909","0.3209090909090909","0.3209090909090909","0.29482758620689653","0.29482758620689653","0.29482758620689653"
"177","0.2909090909090909","0.2909090909090909","0.2909090909090909","0.2775862068965517","0.2775862068965517","0.2775862068965517","0.2777272727272727","0.2777272727272727","0.2777272727272727","0.2554022988505747","0.2554022988505747","0.2554022988505747","0.30727272727272725","0.30727272727272725","0.30727272727272725","0.28620689655172415","0.28620689655172415","0.28620689655172415","0.3290909090909091","0.3290909090909091","0.3290909090909091","0.3060919540229885","0.3060919540229885","0.3060919540229885"
