"Step","LastLayerWidth: patch=32 non-overlap merge=voting last_w=2048 d=2 - test_accuracy","LastLayerWidth: patch=32 non-overlap merge=voting last_w=2048 d=2 - test_accuracy__MIN","LastLayerWidth: patch=32 non-overlap merge=voting last_w=2048 d=2 - test_accuracy__MAX","LastLayerWidth: patch=32 non-overlap merge=voting last_w=2048 d=2 - train_accuracy","LastLayerWidth: patch=32 non-overlap merge=voting last_w=2048 d=2 - train_accuracy__MIN","LastLayerWidth: patch=32 non-overlap merge=voting last_w=2048 d=2 - train_accuracy__MAX","LastLayerWidth: patch=32 non-overlap merge=median last_w=2048 d=2 - test_accuracy","LastLayerWidth: patch=32 non-overlap merge=median last_w=2048 d=2 - test_accuracy__MIN","LastLayerWidth: patch=32 non-overlap merge=median last_w=2048 d=2 - test_accuracy__MAX","LastLayerWidth: patch=32 non-overlap merge=median last_w=2048 d=2 - train_accuracy","LastLayerWidth: patch=32 non-overlap merge=median last_w=2048 d=2 - train_accuracy__MIN","LastLayerWidth: patch=32 non-overlap merge=median last_w=2048 d=2 - train_accuracy__MAX","LastLayerWidth: patch=32 non-overlap merge=max last_w=2048 d=2 - test_accuracy","LastLayerWidth: patch=32 non-overlap merge=max last_w=2048 d=2 - test_accuracy__MIN","LastLayerWidth: patch=32 non-overlap merge=max last_w=2048 d=2 - test_accuracy__MAX","LastLayerWidth: patch=32 non-overlap merge=max last_w=2048 d=2 - train_accuracy","LastLayerWidth: patch=32 non-overlap merge=max last_w=2048 d=2 - train_accuracy__MIN","LastLayerWidth: patch=32 non-overlap merge=max last_w=2048 d=2 - train_accuracy__MAX","LastLayerWidth: patch=32 non-overlap merge=mean last_w=2048 d=2 - test_accuracy","LastLayerWidth: patch=32 non-overlap merge=mean last_w=2048 d=2 - test_accuracy__MIN","LastLayerWidth: patch=32 non-overlap merge=mean last_w=2048 d=2 - test_accuracy__MAX","LastLayerWidth: patch=32 non-overlap merge=mean last_w=2048 d=2 - train_accuracy","LastLayerWidth: patch=32 non-overlap merge=mean last_w=2048 d=2 - train_accuracy__MIN","LastLayerWidth: patch=32 non-overlap merge=mean last_w=2048 d=2 - train_accuracy__MAX"
"98","0.2818181818181818","0.2818181818181818","0.2818181818181818","0.2520689655172414","0.2520689655172414","0.2520689655172414","0.25772727272727275","0.25772727272727275","0.25772727272727275","0.2354022988505747","0.2354022988505747","0.2354022988505747","0.21136363636363636","0.21136363636363636","0.21136363636363636","0.20333333333333334","0.20333333333333334","0.20333333333333334","0.3118181818181818","0.3118181818181818","0.3118181818181818","0.2772413793103448","0.2772413793103448","0.2772413793103448"
"99","0.28454545454545455","0.28454545454545455","0.28454545454545455","0.25160919540229887","0.25160919540229887","0.25160919540229887","0.2545454545454545","0.2545454545454545","0.2545454545454545","0.23586206896551723","0.23586206896551723","0.23586206896551723","0.2177272727272727","0.2177272727272727","0.2177272727272727","0.1974712643678161","0.1974712643678161","0.1974712643678161","0.2972727272727273","0.2972727272727273","0.2972727272727273","0.27379310344827584","0.27379310344827584","0.27379310344827584"
"100","0.275","0.275","0.275","0.2564367816091954","0.2564367816091954","0.2564367816091954","0.265","0.265","0.265","0.24229885057471265","0.24229885057471265","0.24229885057471265","0.2059090909090909","0.2059090909090909","0.2059090909090909","0.20298850574712643","0.20298850574712643","0.20298850574712643","0.2922727272727273","0.2922727272727273","0.2922727272727273","0.28448275862068967","0.28448275862068967","0.28448275862068967"
"101","0.2672727272727273","0.2672727272727273","0.2672727272727273","0.24724137931034482","0.24724137931034482","0.24724137931034482","0.2636363636363636","0.2636363636363636","0.2636363636363636","0.23390804597701148","0.23390804597701148","0.23390804597701148","0.2159090909090909","0.2159090909090909","0.2159090909090909","0.19367816091954024","0.19367816091954024","0.19367816091954024","0.3","0.3","0.3","0.2733333333333333","0.2733333333333333","0.2733333333333333"
"102","0.2831818181818182","0.2831818181818182","0.2831818181818182","0.25873563218390805","0.25873563218390805","0.25873563218390805","0.26045454545454544","0.26045454545454544","0.26045454545454544","0.24275862068965517","0.24275862068965517","0.24275862068965517","0.21954545454545454","0.21954545454545454","0.21954545454545454","0.20080459770114942","0.20080459770114942","0.20080459770114942","0.30318181818181816","0.30318181818181816","0.30318181818181816","0.2833333333333333","0.2833333333333333","0.2833333333333333"
"103","0.2872727272727273","0.2872727272727273","0.2872727272727273","0.24620689655172415","0.24620689655172415","0.24620689655172415","0.25181818181818183","0.25181818181818183","0.25181818181818183","0.2293103448275862","0.2293103448275862","0.2293103448275862","0.2059090909090909","0.2059090909090909","0.2059090909090909","0.19379310344827586","0.19379310344827586","0.19379310344827586","0.30454545454545456","0.30454545454545456","0.30454545454545456","0.2794252873563218","0.2794252873563218","0.2794252873563218"
"104","0.2840909090909091","0.2840909090909091","0.2840909090909091","0.25264367816091954","0.25264367816091954","0.25264367816091954","0.26954545454545453","0.26954545454545453","0.26954545454545453","0.23724137931034484","0.23724137931034484","0.23724137931034484","0.2190909090909091","0.2190909090909091","0.2190909090909091","0.20091954022988506","0.20091954022988506","0.20091954022988506","0.30227272727272725","0.30227272727272725","0.30227272727272725","0.2842528735632184","0.2842528735632184","0.2842528735632184"
"105","0.2781818181818182","0.2781818181818182","0.2781818181818182","0.2552873563218391","0.2552873563218391","0.2552873563218391","0.24818181818181817","0.24818181818181817","0.24818181818181817","0.2285057471264368","0.2285057471264368","0.2285057471264368","0.2009090909090909","0.2009090909090909","0.2009090909090909","0.20160919540229885","0.20160919540229885","0.20160919540229885","0.31772727272727275","0.31772727272727275","0.31772727272727275","0.27597701149425286","0.27597701149425286","0.27597701149425286"
"106","0.27454545454545454","0.27454545454545454","0.27454545454545454","0.2449425287356322","0.2449425287356322","0.2449425287356322","0.2636363636363636","0.2636363636363636","0.2636363636363636","0.23701149425287357","0.23701149425287357","0.23701149425287357","0.20545454545454545","0.20545454545454545","0.20545454545454545","0.19977011494252875","0.19977011494252875","0.19977011494252875","0.3054545454545455","0.3054545454545455","0.3054545454545455","0.28195402298850575","0.28195402298850575","0.28195402298850575"
"107","0.2818181818181818","0.2818181818181818","0.2818181818181818","0.25724137931034485","0.25724137931034485","0.25724137931034485","0.25227272727272726","0.25227272727272726","0.25227272727272726","0.24183908045977012","0.24183908045977012","0.24183908045977012","0.20636363636363636","0.20636363636363636","0.20636363636363636","0.20551724137931035","0.20551724137931035","0.20551724137931035","0.29545454545454547","0.29545454545454547","0.29545454545454547","0.2872413793103448","0.2872413793103448","0.2872413793103448"
"108","0.2790909090909091","0.2790909090909091","0.2790909090909091","0.2582758620689655","0.2582758620689655","0.2582758620689655","0.2631818181818182","0.2631818181818182","0.2631818181818182","0.24091954022988507","0.24091954022988507","0.24091954022988507","0.22045454545454546","0.22045454545454546","0.22045454545454546","0.1993103448275862","0.1993103448275862","0.1993103448275862","0.3131818181818182","0.3131818181818182","0.3131818181818182","0.29126436781609194","0.29126436781609194","0.29126436781609194"
"109","0.275","0.275","0.275","0.25482758620689655","0.25482758620689655","0.25482758620689655","0.2640909090909091","0.2640909090909091","0.2640909090909091","0.24114942528735633","0.24114942528735633","0.24114942528735633","0.22045454545454546","0.22045454545454546","0.22045454545454546","0.19666666666666666","0.19666666666666666","0.19666666666666666","0.29772727272727273","0.29772727272727273","0.29772727272727273","0.28517241379310343","0.28517241379310343","0.28517241379310343"
"110","0.2790909090909091","0.2790909090909091","0.2790909090909091","0.2597701149425287","0.2597701149425287","0.2597701149425287","0.2636363636363636","0.2636363636363636","0.2636363636363636","0.24333333333333335","0.24333333333333335","0.24333333333333335","0.2059090909090909","0.2059090909090909","0.2059090909090909","0.2028735632183908","0.2028735632183908","0.2028735632183908","0.3059090909090909","0.3059090909090909","0.3059090909090909","0.2825287356321839","0.2825287356321839","0.2825287356321839"
"111","0.29409090909090907","0.29409090909090907","0.29409090909090907","0.2614942528735632","0.2614942528735632","0.2614942528735632","0.25545454545454543","0.25545454545454543","0.25545454545454543","0.24080459770114943","0.24080459770114943","0.24080459770114943","0.22454545454545455","0.22454545454545455","0.22454545454545455","0.19793103448275862","0.19793103448275862","0.19793103448275862","0.32227272727272727","0.32227272727272727","0.32227272727272727","0.28517241379310343","0.28517241379310343","0.28517241379310343"
"112","0.2859090909090909","0.2859090909090909","0.2859090909090909","0.26045977011494253","0.26045977011494253","0.26045977011494253","0.26","0.26","0.26","0.2413793103448276","0.2413793103448276","0.2413793103448276","0.21454545454545454","0.21454545454545454","0.21454545454545454","0.20402298850574713","0.20402298850574713","0.20402298850574713","0.31636363636363635","0.31636363636363635","0.31636363636363635","0.28448275862068967","0.28448275862068967","0.28448275862068967"
"113","0.29045454545454547","0.29045454545454547","0.29045454545454547","0.25689655172413794","0.25689655172413794","0.25689655172413794","0.25181818181818183","0.25181818181818183","0.25181818181818183","0.24229885057471265","0.24229885057471265","0.24229885057471265","0.21272727272727274","0.21272727272727274","0.21272727272727274","0.20298850574712643","0.20298850574712643","0.20298850574712643","0.3068181818181818","0.3068181818181818","0.3068181818181818","0.2751724137931034","0.2751724137931034","0.2751724137931034"
"114","0.2772727272727273","0.2772727272727273","0.2772727272727273","0.2545977011494253","0.2545977011494253","0.2545977011494253","0.26590909090909093","0.26590909090909093","0.26590909090909093","0.24160919540229886","0.24160919540229886","0.24160919540229886","0.2159090909090909","0.2159090909090909","0.2159090909090909","0.1985057471264368","0.1985057471264368","0.1985057471264368","0.30863636363636365","0.30863636363636365","0.30863636363636365","0.28206896551724137","0.28206896551724137","0.28206896551724137"
"115","0.28045454545454546","0.28045454545454546","0.28045454545454546","0.253448275862069","0.253448275862069","0.253448275862069","0.255","0.255","0.255","0.23655172413793105","0.23655172413793105","0.23655172413793105","0.21954545454545454","0.21954545454545454","0.21954545454545454","0.2054022988505747","0.2054022988505747","0.2054022988505747","0.3118181818181818","0.3118181818181818","0.3118181818181818","0.2849425287356322","0.2849425287356322","0.2849425287356322"
"116","0.2781818181818182","0.2781818181818182","0.2781818181818182","0.26298850574712646","0.26298850574712646","0.26298850574712646","0.26227272727272727","0.26227272727272727","0.26227272727272727","0.24482758620689654","0.24482758620689654","0.24482758620689654","0.23272727272727273","0.23272727272727273","0.23272727272727273","0.20298850574712643","0.20298850574712643","0.20298850574712643","0.3090909090909091","0.3090909090909091","0.3090909090909091","0.2906896551724138","0.2906896551724138","0.2906896551724138"
"117","0.28363636363636363","0.28363636363636363","0.28363636363636363","0.2601149425287356","0.2601149425287356","0.2601149425287356","0.27045454545454545","0.27045454545454545","0.27045454545454545","0.24195402298850574","0.24195402298850574","0.24195402298850574","0.2131818181818182","0.2131818181818182","0.2131818181818182","0.20229885057471264","0.20229885057471264","0.20229885057471264","0.32227272727272727","0.32227272727272727","0.32227272727272727","0.2881609195402299","0.2881609195402299","0.2881609195402299"
"118","0.2877272727272727","0.2877272727272727","0.2877272727272727","0.25724137931034485","0.25724137931034485","0.25724137931034485","0.2540909090909091","0.2540909090909091","0.2540909090909091","0.23885057471264368","0.23885057471264368","0.23885057471264368","0.22090909090909092","0.22090909090909092","0.22090909090909092","0.2060919540229885","0.2060919540229885","0.2060919540229885","0.3140909090909091","0.3140909090909091","0.3140909090909091","0.2867816091954023","0.2867816091954023","0.2867816091954023"
"119","0.28","0.28","0.28","0.25678160919540227","0.25678160919540227","0.25678160919540227","0.25727272727272726","0.25727272727272726","0.25727272727272726","0.23655172413793105","0.23655172413793105","0.23655172413793105","0.22636363636363635","0.22636363636363635","0.22636363636363635","0.20494252873563218","0.20494252873563218","0.20494252873563218","0.32227272727272727","0.32227272727272727","0.32227272727272727","0.2860919540229885","0.2860919540229885","0.2860919540229885"
"120","0.2840909090909091","0.2840909090909091","0.2840909090909091","0.2649425287356322","0.2649425287356322","0.2649425287356322","0.2636363636363636","0.2636363636363636","0.2636363636363636","0.23448275862068965","0.23448275862068965","0.23448275862068965","0.2109090909090909","0.2109090909090909","0.2109090909090909","0.20045977011494254","0.20045977011494254","0.20045977011494254","0.3181818181818182","0.3181818181818182","0.3181818181818182","0.2842528735632184","0.2842528735632184","0.2842528735632184"
"121","0.2868181818181818","0.2868181818181818","0.2868181818181818","0.2639080459770115","0.2639080459770115","0.2639080459770115","0.26136363636363635","0.26136363636363635","0.26136363636363635","0.24413793103448275","0.24413793103448275","0.24413793103448275","0.22272727272727272","0.22272727272727272","0.22272727272727272","0.20436781609195404","0.20436781609195404","0.20436781609195404","0.3109090909090909","0.3109090909090909","0.3109090909090909","0.294367816091954","0.294367816091954","0.294367816091954"
"122","0.2959090909090909","0.2959090909090909","0.2959090909090909","0.2614942528735632","0.2614942528735632","0.2614942528735632","0.2609090909090909","0.2609090909090909","0.2609090909090909","0.2403448275862069","0.2403448275862069","0.2403448275862069","0.21227272727272728","0.21227272727272728","0.21227272727272728","0.20586206896551723","0.20586206896551723","0.20586206896551723","0.31863636363636366","0.31863636363636366","0.31863636363636366","0.2927586206896552","0.2927586206896552","0.2927586206896552"
"123","0.2872727272727273","0.2872727272727273","0.2872727272727273","0.2618390804597701","0.2618390804597701","0.2618390804597701","0.2590909090909091","0.2590909090909091","0.2590909090909091","0.24344827586206896","0.24344827586206896","0.24344827586206896","0.2190909090909091","0.2190909090909091","0.2190909090909091","0.20390804597701148","0.20390804597701148","0.20390804597701148","0.3195454545454545","0.3195454545454545","0.3195454545454545","0.2911494252873563","0.2911494252873563","0.2911494252873563"
"124","0.30954545454545457","0.30954545454545457","0.30954545454545457","0.2632183908045977","0.2632183908045977","0.2632183908045977","0.26136363636363635","0.26136363636363635","0.26136363636363635","0.24528735632183907","0.24528735632183907","0.24528735632183907","0.22363636363636363","0.22363636363636363","0.22363636363636363","0.2074712643678161","0.2074712643678161","0.2074712643678161","0.3236363636363636","0.3236363636363636","0.3236363636363636","0.29183908045977014","0.29183908045977014","0.29183908045977014"
"125","0.2872727272727273","0.2872727272727273","0.2872727272727273","0.25448275862068964","0.25448275862068964","0.25448275862068964","0.2686363636363636","0.2686363636363636","0.2686363636363636","0.2371264367816092","0.2371264367816092","0.2371264367816092","0.2159090909090909","0.2159090909090909","0.2159090909090909","0.20908045977011494","0.20908045977011494","0.20908045977011494","0.32045454545454544","0.32045454545454544","0.32045454545454544","0.28206896551724137","0.28206896551724137","0.28206896551724137"
"126","0.2790909090909091","0.2790909090909091","0.2790909090909091","0.25724137931034485","0.25724137931034485","0.25724137931034485","0.26636363636363636","0.26636363636363636","0.26636363636363636","0.25057471264367814","0.25057471264367814","0.25057471264367814","0.22","0.22","0.22","0.20919540229885059","0.20919540229885059","0.20919540229885059","0.32181818181818184","0.32181818181818184","0.32181818181818184","0.2866666666666667","0.2866666666666667","0.2866666666666667"
"127","0.2863636363636364","0.2863636363636364","0.2863636363636364","0.2540229885057471","0.2540229885057471","0.2540229885057471","0.2640909090909091","0.2640909090909091","0.2640909090909091","0.24229885057471265","0.24229885057471265","0.24229885057471265","0.22454545454545455","0.22454545454545455","0.22454545454545455","0.2071264367816092","0.2071264367816092","0.2071264367816092","0.32227272727272727","0.32227272727272727","0.32227272727272727","0.2913793103448276","0.2913793103448276","0.2913793103448276"
"128","0.29","0.29","0.29","0.2635632183908046","0.2635632183908046","0.2635632183908046","0.2581818181818182","0.2581818181818182","0.2581818181818182","0.2403448275862069","0.2403448275862069","0.2403448275862069","0.215","0.215","0.215","0.20873563218390806","0.20873563218390806","0.20873563218390806","0.3140909090909091","0.3140909090909091","0.3140909090909091","0.29586206896551726","0.29586206896551726","0.29586206896551726"
"129","0.275","0.275","0.275","0.2610344827586207","0.2610344827586207","0.2610344827586207","0.26181818181818184","0.26181818181818184","0.26181818181818184","0.24160919540229886","0.24160919540229886","0.24160919540229886","0.22090909090909092","0.22090909090909092","0.22090909090909092","0.21068965517241378","0.21068965517241378","0.21068965517241378","0.32","0.32","0.32","0.29770114942528736","0.29770114942528736","0.29770114942528736"
"130","0.28045454545454546","0.28045454545454546","0.28045454545454546","0.2598850574712644","0.2598850574712644","0.2598850574712644","0.26","0.26","0.26","0.24275862068965517","0.24275862068965517","0.24275862068965517","0.22045454545454546","0.22045454545454546","0.22045454545454546","0.20045977011494254","0.20045977011494254","0.20045977011494254","0.3145454545454546","0.3145454545454546","0.3145454545454546","0.2947126436781609","0.2947126436781609","0.2947126436781609"
"131","0.2831818181818182","0.2831818181818182","0.2831818181818182","0.2613793103448276","0.2613793103448276","0.2613793103448276","0.26","0.26","0.26","0.24632183908045976","0.24632183908045976","0.24632183908045976","0.2159090909090909","0.2159090909090909","0.2159090909090909","0.21080459770114943","0.21080459770114943","0.21080459770114943","0.33045454545454545","0.33045454545454545","0.33045454545454545","0.29367816091954024","0.29367816091954024","0.29367816091954024"
"132","0.2818181818181818","0.2818181818181818","0.2818181818181818","0.2560919540229885","0.2560919540229885","0.2560919540229885","0.26272727272727275","0.26272727272727275","0.26272727272727275","0.24022988505747125","0.24022988505747125","0.24022988505747125","0.2109090909090909","0.2109090909090909","0.2109090909090909","0.20344827586206896","0.20344827586206896","0.20344827586206896","0.33","0.33","0.33","0.2920689655172414","0.2920689655172414","0.2920689655172414"
"133","0.295","0.295","0.295","0.2675862068965517","0.2675862068965517","0.2675862068965517","0.2677272727272727","0.2677272727272727","0.2677272727272727","0.24597701149425288","0.24597701149425288","0.24597701149425288","0.22136363636363637","0.22136363636363637","0.22136363636363637","0.2028735632183908","0.2028735632183908","0.2028735632183908","0.31272727272727274","0.31272727272727274","0.31272727272727274","0.3010344827586207","0.3010344827586207","0.3010344827586207"
"134","0.2868181818181818","0.2868181818181818","0.2868181818181818","0.263448275862069","0.263448275862069","0.263448275862069","0.25227272727272726","0.25227272727272726","0.25227272727272726","0.24873563218390804","0.24873563218390804","0.24873563218390804","0.20636363636363636","0.20636363636363636","0.20636363636363636","0.2110344827586207","0.2110344827586207","0.2110344827586207","0.3209090909090909","0.3209090909090909","0.3209090909090909","0.2944827586206897","0.2944827586206897","0.2944827586206897"
"135","0.2927272727272727","0.2927272727272727","0.2927272727272727","0.2714942528735632","0.2714942528735632","0.2714942528735632","0.26681818181818184","0.26681818181818184","0.26681818181818184","0.2482758620689655","0.2482758620689655","0.2482758620689655","0.21272727272727274","0.21272727272727274","0.21272727272727274","0.20666666666666667","0.20666666666666667","0.20666666666666667","0.32181818181818184","0.32181818181818184","0.32181818181818184","0.2893103448275862","0.2893103448275862","0.2893103448275862"
"136","0.2831818181818182","0.2831818181818182","0.2831818181818182","0.2617241379310345","0.2617241379310345","0.2617241379310345","0.25636363636363635","0.25636363636363635","0.25636363636363635","0.2367816091954023","0.2367816091954023","0.2367816091954023","0.22090909090909092","0.22090909090909092","0.22090909090909092","0.20379310344827586","0.20379310344827586","0.20379310344827586","0.31","0.31","0.31","0.2926436781609195","0.2926436781609195","0.2926436781609195"
"137","0.29545454545454547","0.29545454545454547","0.29545454545454547","0.2597701149425287","0.2597701149425287","0.2597701149425287","0.2631818181818182","0.2631818181818182","0.2631818181818182","0.23942528735632185","0.23942528735632185","0.23942528735632185","0.23045454545454547","0.23045454545454547","0.23045454545454547","0.21011494252873564","0.21011494252873564","0.21011494252873564","0.3331818181818182","0.3331818181818182","0.3331818181818182","0.3","0.3","0.3"
"138","0.2922727272727273","0.2922727272727273","0.2922727272727273","0.26275862068965516","0.26275862068965516","0.26275862068965516","0.2640909090909091","0.2640909090909091","0.2640909090909091","0.23988505747126437","0.23988505747126437","0.23988505747126437","0.20727272727272728","0.20727272727272728","0.20727272727272728","0.20563218390804597","0.20563218390804597","0.20563218390804597","0.3195454545454545","0.3195454545454545","0.3195454545454545","0.30298850574712644","0.30298850574712644","0.30298850574712644"
"139","0.2913636363636364","0.2913636363636364","0.2913636363636364","0.2664367816091954","0.2664367816091954","0.2664367816091954","0.2727272727272727","0.2727272727272727","0.2727272727272727","0.24298850574712644","0.24298850574712644","0.24298850574712644","0.21272727272727274","0.21272727272727274","0.21272727272727274","0.20862068965517241","0.20862068965517241","0.20862068965517241","0.33045454545454545","0.33045454545454545","0.33045454545454545","0.29344827586206895","0.29344827586206895","0.29344827586206895"
"140","0.26545454545454544","0.26545454545454544","0.26545454545454544","0.2660919540229885","0.2660919540229885","0.2660919540229885","0.25636363636363635","0.25636363636363635","0.25636363636363635","0.24977011494252874","0.24977011494252874","0.24977011494252874","0.20954545454545453","0.20954545454545453","0.20954545454545453","0.20942528735632185","0.20942528735632185","0.20942528735632185","0.32545454545454544","0.32545454545454544","0.32545454545454544","0.30149425287356324","0.30149425287356324","0.30149425287356324"
"141","0.3013636363636364","0.3013636363636364","0.3013636363636364","0.2672413793103448","0.2672413793103448","0.2672413793103448","0.27045454545454545","0.27045454545454545","0.27045454545454545","0.23701149425287357","0.23701149425287357","0.23701149425287357","0.215","0.215","0.215","0.2054022988505747","0.2054022988505747","0.2054022988505747","0.3331818181818182","0.3331818181818182","0.3331818181818182","0.29735632183908045","0.29735632183908045","0.29735632183908045"
"142","0.2913636363636364","0.2913636363636364","0.2913636363636364","0.26298850574712646","0.26298850574712646","0.26298850574712646","0.2772727272727273","0.2772727272727273","0.2772727272727273","0.2432183908045977","0.2432183908045977","0.2432183908045977","0.2240909090909091","0.2240909090909091","0.2240909090909091","0.2032183908045977","0.2032183908045977","0.2032183908045977","0.3231818181818182","0.3231818181818182","0.3231818181818182","0.29310344827586204","0.29310344827586204","0.29310344827586204"
"143","0.2863636363636364","0.2863636363636364","0.2863636363636364","0.25850574712643676","0.25850574712643676","0.25850574712643676","0.25727272727272726","0.25727272727272726","0.25727272727272726","0.2425287356321839","0.2425287356321839","0.2425287356321839","0.22363636363636363","0.22363636363636363","0.22363636363636363","0.21448275862068966","0.21448275862068966","0.21448275862068966","0.31727272727272726","0.31727272727272726","0.31727272727272726","0.2986206896551724","0.2986206896551724","0.2986206896551724"
"144","0.29","0.29","0.29","0.2674712643678161","0.2674712643678161","0.2674712643678161","0.25772727272727275","0.25772727272727275","0.25772727272727275","0.24793103448275863","0.24793103448275863","0.24793103448275863","0.2177272727272727","0.2177272727272727","0.2177272727272727","0.20793103448275863","0.20793103448275863","0.20793103448275863","0.33045454545454545","0.33045454545454545","0.33045454545454545","0.2926436781609195","0.2926436781609195","0.2926436781609195"
"145","0.2681818181818182","0.2681818181818182","0.2681818181818182","0.26666666666666666","0.26666666666666666","0.26666666666666666","0.27090909090909093","0.27090909090909093","0.27090909090909093","0.2554022988505747","0.2554022988505747","0.2554022988505747","0.21727272727272728","0.21727272727272728","0.21727272727272728","0.20298850574712643","0.20298850574712643","0.20298850574712643","0.31636363636363635","0.31636363636363635","0.31636363636363635","0.2963218390804598","0.2963218390804598","0.2963218390804598"
"146","0.3040909090909091","0.3040909090909091","0.3040909090909091","0.2688505747126437","0.2688505747126437","0.2688505747126437","0.25772727272727275","0.25772727272727275","0.25772727272727275","0.24517241379310345","0.24517241379310345","0.24517241379310345","0.22136363636363637","0.22136363636363637","0.22136363636363637","0.2074712643678161","0.2074712643678161","0.2074712643678161","0.32227272727272727","0.32227272727272727","0.32227272727272727","0.29310344827586204","0.29310344827586204","0.29310344827586204"
"147","0.2872727272727273","0.2872727272727273","0.2872727272727273","0.2655172413793103","0.2655172413793103","0.2655172413793103","0.26045454545454544","0.26045454545454544","0.26045454545454544","0.2524137931034483","0.2524137931034483","0.2524137931034483","0.21363636363636362","0.21363636363636362","0.21363636363636362","0.21091954022988504","0.21091954022988504","0.21091954022988504","0.31772727272727275","0.31772727272727275","0.31772727272727275","0.29988505747126437","0.29988505747126437","0.29988505747126437"
"148","0.3054545454545455","0.3054545454545455","0.3054545454545455","0.27034482758620687","0.27034482758620687","0.27034482758620687","0.26545454545454544","0.26545454545454544","0.26545454545454544","0.2539080459770115","0.2539080459770115","0.2539080459770115","0.23727272727272727","0.23727272727272727","0.23727272727272727","0.20770114942528736","0.20770114942528736","0.20770114942528736","0.33136363636363636","0.33136363636363636","0.33136363636363636","0.29954022988505746","0.29954022988505746","0.29954022988505746"
"149","0.3040909090909091","0.3040909090909091","0.3040909090909091","0.26839080459770115","0.26839080459770115","0.26839080459770115","0.27636363636363637","0.27636363636363637","0.27636363636363637","0.25310344827586206","0.25310344827586206","0.25310344827586206","0.22545454545454546","0.22545454545454546","0.22545454545454546","0.20919540229885059","0.20919540229885059","0.20919540229885059","0.3277272727272727","0.3277272727272727","0.3277272727272727","0.3042528735632184","0.3042528735632184","0.3042528735632184"
"150","0.3013636363636364","0.3013636363636364","0.3013636363636364","0.27057471264367816","0.27057471264367816","0.27057471264367816","0.2740909090909091","0.2740909090909091","0.2740909090909091","0.2464367816091954","0.2464367816091954","0.2464367816091954","0.21636363636363637","0.21636363636363637","0.21636363636363637","0.212183908045977","0.212183908045977","0.212183908045977","0.3259090909090909","0.3259090909090909","0.3259090909090909","0.29528735632183906","0.29528735632183906","0.29528735632183906"
"151","0.2922727272727273","0.2922727272727273","0.2922727272727273","0.2650574712643678","0.2650574712643678","0.2650574712643678","0.26681818181818184","0.26681818181818184","0.26681818181818184","0.2532183908045977","0.2532183908045977","0.2532183908045977","0.22227272727272726","0.22227272727272726","0.22227272727272726","0.21195402298850574","0.21195402298850574","0.21195402298850574","0.3231818181818182","0.3231818181818182","0.3231818181818182","0.3006896551724138","0.3006896551724138","0.3006896551724138"
"152","0.285","0.285","0.285","0.2696551724137931","0.2696551724137931","0.2696551724137931","0.265","0.265","0.265","0.24839080459770116","0.24839080459770116","0.24839080459770116","0.22954545454545455","0.22954545454545455","0.22954545454545455","0.20942528735632185","0.20942528735632185","0.20942528735632185","0.3236363636363636","0.3236363636363636","0.3236363636363636","0.30195402298850577","0.30195402298850577","0.30195402298850577"
"153","0.3059090909090909","0.3059090909090909","0.3059090909090909","0.26827586206896553","0.26827586206896553","0.26827586206896553","0.265","0.265","0.265","0.24402298850574713","0.24402298850574713","0.24402298850574713","0.21545454545454545","0.21545454545454545","0.21545454545454545","0.20781609195402298","0.20781609195402298","0.20781609195402298","0.3322727272727273","0.3322727272727273","0.3322727272727273","0.30367816091954025","0.30367816091954025","0.30367816091954025"
"154","0.29954545454545456","0.29954545454545456","0.29954545454545456","0.2697701149425287","0.2697701149425287","0.2697701149425287","0.2590909090909091","0.2590909090909091","0.2590909090909091","0.2501149425287356","0.2501149425287356","0.2501149425287356","0.22318181818181818","0.22318181818181818","0.22318181818181818","0.2113793103448276","0.2113793103448276","0.2113793103448276","0.32227272727272727","0.32227272727272727","0.32227272727272727","0.3017241379310345","0.3017241379310345","0.3017241379310345"
"155","0.2927272727272727","0.2927272727272727","0.2927272727272727","0.27264367816091956","0.27264367816091956","0.27264367816091956","0.2740909090909091","0.2740909090909091","0.2740909090909091","0.24988505747126435","0.24988505747126435","0.24988505747126435","0.21363636363636362","0.21363636363636362","0.21363636363636362","0.20551724137931035","0.20551724137931035","0.20551724137931035","0.33636363636363636","0.33636363636363636","0.33636363636363636","0.30505747126436783","0.30505747126436783","0.30505747126436783"
"156","0.3009090909090909","0.3009090909090909","0.3009090909090909","0.26816091954022986","0.26816091954022986","0.26816091954022986","0.28045454545454546","0.28045454545454546","0.28045454545454546","0.24310344827586206","0.24310344827586206","0.24310344827586206","0.21545454545454545","0.21545454545454545","0.21545454545454545","0.21436781609195402","0.21436781609195402","0.21436781609195402","0.32227272727272727","0.32227272727272727","0.32227272727272727","0.30977011494252876","0.30977011494252876","0.30977011494252876"
"157","0.28909090909090907","0.28909090909090907","0.28909090909090907","0.27298850574712646","0.27298850574712646","0.27298850574712646","0.2636363636363636","0.2636363636363636","0.2636363636363636","0.24620689655172415","0.24620689655172415","0.24620689655172415","0.21727272727272728","0.21727272727272728","0.21727272727272728","0.21333333333333335","0.21333333333333335","0.21333333333333335","0.30772727272727274","0.30772727272727274","0.30772727272727274","0.29942528735632185","0.29942528735632185","0.29942528735632185"
