"epoch","Width only variation : 2048 - test_accuracy","Width only variation : 2048 - test_accuracy__MIN","Width only variation : 2048 - test_accuracy__MAX","Width only variation : 2048 - _step","Width only variation : 2048 - _step__MIN","Width only variation : 2048 - _step__MAX","Width only variation : 2048 - train_accuracy","Width only variation : 2048 - train_accuracy__MIN","Width only variation : 2048 - train_accuracy__MAX","Width only variation : 1024 - test_accuracy","Width only variation : 1024 - test_accuracy__MIN","Width only variation : 1024 - test_accuracy__MAX","Width only variation : 1024 - _step","Width only variation : 1024 - _step__MIN","Width only variation : 1024 - _step__MAX","Width only variation : 1024 - train_accuracy","Width only variation : 1024 - train_accuracy__MIN","Width only variation : 1024 - train_accuracy__MAX","Width only variation : 512 - test_accuracy","Width only variation : 512 - test_accuracy__MIN","Width only variation : 512 - test_accuracy__MAX","Width only variation : 512 - _step","Width only variation : 512 - _step__MIN","Width only variation : 512 - _step__MAX","Width only variation : 512 - train_accuracy","Width only variation : 512 - train_accuracy__MIN","Width only variation : 512 - train_accuracy__MAX","Width only variation : 256 - test_accuracy","Width only variation : 256 - test_accuracy__MIN","Width only variation : 256 - test_accuracy__MAX","Width only variation : 256 - _step","Width only variation : 256 - _step__MIN","Width only variation : 256 - _step__MAX","Width only variation : 256 - train_accuracy","Width only variation : 256 - train_accuracy__MIN","Width only variation : 256 - train_accuracy__MAX","Width only variation : 128 - test_accuracy","Width only variation : 128 - test_accuracy__MIN","Width only variation : 128 - test_accuracy__MAX","Width only variation : 128 - _step","Width only variation : 128 - _step__MIN","Width only variation : 128 - _step__MAX","Width only variation : 128 - train_accuracy","Width only variation : 128 - train_accuracy__MIN","Width only variation : 128 - train_accuracy__MAX","Width only variation : 64 - test_accuracy","Width only variation : 64 - test_accuracy__MIN","Width only variation : 64 - test_accuracy__MAX","Width only variation : 64 - _step","Width only variation : 64 - _step__MIN","Width only variation : 64 - _step__MAX","Width only variation : 64 - train_accuracy","Width only variation : 64 - train_accuracy__MIN","Width only variation : 64 - train_accuracy__MAX","Width only variation : 32 - test_accuracy","Width only variation : 32 - test_accuracy__MIN","Width only variation : 32 - test_accuracy__MAX","Width only variation : 32 - _step","Width only variation : 32 - _step__MIN","Width only variation : 32 - _step__MAX","Width only variation : 32 - train_accuracy","Width only variation : 32 - train_accuracy__MIN","Width only variation : 32 - train_accuracy__MAX","Baseline - test_accuracy","Baseline - test_accuracy__MIN","Baseline - test_accuracy__MAX","Baseline - _step","Baseline - _step__MIN","Baseline - _step__MAX","Baseline - train_accuracy","Baseline - train_accuracy__MIN","Baseline - train_accuracy__MAX"
"20","0.2540909090909091","0.2540909090909091","0.2540909090909091","20","20","20","0.42344827586206896","0.42344827586206896","0.42344827586206896","0.25","0.25","0.25","20","20","20","0.43689655172413794","0.43689655172413794","0.43689655172413794","0.26590909090909093","0.26590909090909093","0.26590909090909093","20","20","20","0.4267816091954023","0.4267816091954023","0.4267816091954023","0.26954545454545453","0.26954545454545453","0.26954545454545453","20","20","20","0.4074712643678161","0.4074712643678161","0.4074712643678161","0.2559090909090909","0.2559090909090909","0.2559090909090909","20","20","20","0.35333333333333333","0.35333333333333333","0.35333333333333333","0.21272727272727274","0.21272727272727274","0.21272727272727274","20","20","20","0.2558620689655172","0.2558620689655172","0.2558620689655172","0.18863636363636363","0.18863636363636363","0.18863636363636363","20","20","20","0.20919540229885059","0.20919540229885059","0.20919540229885059","0.2545454545454545","0.2545454545454545","0.2545454545454545","20","20","20","0.40413793103448276","0.40413793103448276","0.40413793103448276"
"21","0.24545454545454545","0.24545454545454545","0.24545454545454545","21","21","21","0.42758620689655175","0.42758620689655175","0.42758620689655175","0.24545454545454545","0.24545454545454545","0.24545454545454545","21","21","21","0.44310344827586207","0.44310344827586207","0.44310344827586207","0.24181818181818182","0.24181818181818182","0.24181818181818182","21","21","21","0.42298850574712643","0.42298850574712643","0.42298850574712643","0.25727272727272726","0.25727272727272726","0.25727272727272726","21","21","21","0.41724137931034483","0.41724137931034483","0.41724137931034483","0.26","0.26","0.26","21","21","21","0.3560919540229885","0.3560919540229885","0.3560919540229885","0.21045454545454545","0.21045454545454545","0.21045454545454545","21","21","21","0.25091954022988505","0.25091954022988505","0.25091954022988505","0.18863636363636363","0.18863636363636363","0.18863636363636363","21","21","21","0.21195402298850574","0.21195402298850574","0.21195402298850574","0.2609090909090909","0.2609090909090909","0.2609090909090909","21","21","21","0.4244827586206897","0.4244827586206897","0.4244827586206897"
"22","0.26272727272727275","0.26272727272727275","0.26272727272727275","22","22","22","0.44505747126436784","0.44505747126436784","0.44505747126436784","0.24454545454545454","0.24454545454545454","0.24454545454545454","22","22","22","0.43724137931034485","0.43724137931034485","0.43724137931034485","0.24772727272727274","0.24772727272727274","0.24772727272727274","22","22","22","0.43333333333333335","0.43333333333333335","0.43333333333333335","0.25227272727272726","0.25227272727272726","0.25227272727272726","22","22","22","0.4171264367816092","0.4171264367816092","0.4171264367816092","0.26","0.26","0.26","22","22","22","0.3689655172413793","0.3689655172413793","0.3689655172413793","0.21363636363636362","0.21363636363636362","0.21363636363636362","22","22","22","0.2595402298850575","0.2595402298850575","0.2595402298850575","0.19090909090909092","0.19090909090909092","0.19090909090909092","22","22","22","0.21632183908045977","0.21632183908045977","0.21632183908045977","0.24454545454545454","0.24454545454545454","0.24454545454545454","22","22","22","0.42172413793103447","0.42172413793103447","0.42172413793103447"
"23","0.24363636363636362","0.24363636363636362","0.24363636363636362","23","23","23","0.44908045977011496","0.44908045977011496","0.44908045977011496","0.2559090909090909","0.2559090909090909","0.2559090909090909","23","23","23","0.47","0.47","0.47","0.2531818181818182","0.2531818181818182","0.2531818181818182","23","23","23","0.43482758620689654","0.43482758620689654","0.43482758620689654","0.2609090909090909","0.2609090909090909","0.2609090909090909","23","23","23","0.4220689655172414","0.4220689655172414","0.4220689655172414","0.25636363636363635","0.25636363636363635","0.25636363636363635","23","23","23","0.36724137931034484","0.36724137931034484","0.36724137931034484","0.2059090909090909","0.2059090909090909","0.2059090909090909","23","23","23","0.25632183908045975","0.25632183908045975","0.25632183908045975","0.19818181818181818","0.19818181818181818","0.19818181818181818","23","23","23","0.2228735632183908","0.2228735632183908","0.2228735632183908","0.2686363636363636","0.2686363636363636","0.2686363636363636","23","23","23","0.43126436781609195","0.43126436781609195","0.43126436781609195"
"24","0.2590909090909091","0.2590909090909091","0.2590909090909091","24","24","24","0.46816091954022987","0.46816091954022987","0.46816091954022987","0.2559090909090909","0.2559090909090909","0.2559090909090909","24","24","24","0.49275862068965515","0.49275862068965515","0.49275862068965515","0.2595454545454545","0.2595454545454545","0.2595454545454545","24","24","24","0.45471264367816094","0.45471264367816094","0.45471264367816094","0.25272727272727274","0.25272727272727274","0.25272727272727274","24","24","24","0.4308045977011494","0.4308045977011494","0.4308045977011494","0.2609090909090909","0.2609090909090909","0.2609090909090909","24","24","24","0.3667816091954023","0.3667816091954023","0.3667816091954023","0.20909090909090908","0.20909090909090908","0.20909090909090908","24","24","24","0.26068965517241377","0.26068965517241377","0.26068965517241377","0.20227272727272727","0.20227272727272727","0.20227272727272727","24","24","24","0.22413793103448276","0.22413793103448276","0.22413793103448276","0.25227272727272726","0.25227272727272726","0.25227272727272726","24","24","24","0.4442528735632184","0.4442528735632184","0.4442528735632184"
"25","0.25681818181818183","0.25681818181818183","0.25681818181818183","25","25","25","0.51","0.51","0.51","0.24272727272727274","0.24272727272727274","0.24272727272727274","25","25","25","0.49195402298850577","0.49195402298850577","0.49195402298850577","0.2381818181818182","0.2381818181818182","0.2381818181818182","25","25","25","0.45827586206896553","0.45827586206896553","0.45827586206896553","0.25","0.25","0.25","25","25","25","0.44275862068965516","0.44275862068965516","0.44275862068965516","0.25772727272727275","0.25772727272727275","0.25772727272727275","25","25","25","0.3779310344827586","0.3779310344827586","0.3779310344827586","0.2159090909090909","0.2159090909090909","0.2159090909090909","25","25","25","0.2610344827586207","0.2610344827586207","0.2610344827586207","0.1968181818181818","0.1968181818181818","0.1968181818181818","25","25","25","0.2289655172413793","0.2289655172413793","0.2289655172413793","0.26136363636363635","0.26136363636363635","0.26136363636363635","25","25","25","0.4611494252873563","0.4611494252873563","0.4611494252873563"
"26","0.23681818181818182","0.23681818181818182","0.23681818181818182","26","26","26","0.49137931034482757","0.49137931034482757","0.49137931034482757","0.26454545454545453","0.26454545454545453","0.26454545454545453","26","26","26","0.5036781609195402","0.5036781609195402","0.5036781609195402","0.2581818181818182","0.2581818181818182","0.2581818181818182","26","26","26","0.47620689655172416","0.47620689655172416","0.47620689655172416","0.26272727272727275","0.26272727272727275","0.26272727272727275","26","26","26","0.46195402298850574","0.46195402298850574","0.46195402298850574","0.2586363636363636","0.2586363636363636","0.2586363636363636","26","26","26","0.3818390804597701","0.3818390804597701","0.3818390804597701","0.20136363636363636","0.20136363636363636","0.20136363636363636","26","26","26","0.26080459770114944","0.26080459770114944","0.26080459770114944","0.19227272727272726","0.19227272727272726","0.19227272727272726","26","26","26","0.23402298850574713","0.23402298850574713","0.23402298850574713","0.25","0.25","0.25","26","26","26","0.45436781609195404","0.45436781609195404","0.45436781609195404"
"27","0.24636363636363637","0.24636363636363637","0.24636363636363637","27","27","27","0.5004597701149426","0.5004597701149426","0.5004597701149426","0.22863636363636364","0.22863636363636364","0.22863636363636364","27","27","27","0.51","0.51","0.51","0.2581818181818182","0.2581818181818182","0.2581818181818182","27","27","27","0.4863218390804598","0.4863218390804598","0.4863218390804598","0.24545454545454545","0.24545454545454545","0.24545454545454545","27","27","27","0.45632183908045976","0.45632183908045976","0.45632183908045976","0.26136363636363635","0.26136363636363635","0.26136363636363635","27","27","27","0.3881609195402299","0.3881609195402299","0.3881609195402299","0.20545454545454545","0.20545454545454545","0.20545454545454545","27","27","27","0.2559770114942529","0.2559770114942529","0.2559770114942529","0.20136363636363636","0.20136363636363636","0.20136363636363636","27","27","27","0.2318390804597701","0.2318390804597701","0.2318390804597701","0.2559090909090909","0.2559090909090909","0.2559090909090909","27","27","27","0.47206896551724137","0.47206896551724137","0.47206896551724137"
"28","0.24227272727272728","0.24227272727272728","0.24227272727272728","28","28","28","0.5114942528735632","0.5114942528735632","0.5114942528735632","0.2636363636363636","0.2636363636363636","0.2636363636363636","28","28","28","0.5206896551724138","0.5206896551724138","0.5206896551724138","0.24454545454545454","0.24454545454545454","0.24454545454545454","28","28","28","0.48747126436781607","0.48747126436781607","0.48747126436781607","0.25727272727272726","0.25727272727272726","0.25727272727272726","28","28","28","0.4617241379310345","0.4617241379310345","0.4617241379310345","0.26545454545454544","0.26545454545454544","0.26545454545454544","28","28","28","0.39850574712643677","0.39850574712643677","0.39850574712643677","0.20772727272727273","0.20772727272727273","0.20772727272727273","28","28","28","0.2571264367816092","0.2571264367816092","0.2571264367816092","0.20727272727272728","0.20727272727272728","0.20727272727272728","28","28","28","0.24022988505747125","0.24022988505747125","0.24022988505747125","0.23772727272727273","0.23772727272727273","0.23772727272727273","28","28","28","0.4839080459770115","0.4839080459770115","0.4839080459770115"
"29","0.25363636363636366","0.25363636363636366","0.25363636363636366","29","29","29","0.5310344827586206","0.5310344827586206","0.5310344827586206","0.25363636363636366","0.25363636363636366","0.25363636363636366","29","29","29","0.5283908045977012","0.5283908045977012","0.5283908045977012","0.25136363636363634","0.25136363636363634","0.25136363636363634","29","29","29","0.48701149425287354","0.48701149425287354","0.48701149425287354","0.25363636363636366","0.25363636363636366","0.25363636363636366","29","29","29","0.4671264367816092","0.4671264367816092","0.4671264367816092","0.25681818181818183","0.25681818181818183","0.25681818181818183","29","29","29","0.3967816091954023","0.3967816091954023","0.3967816091954023","0.22136363636363637","0.22136363636363637","0.22136363636363637","29","29","29","0.26839080459770115","0.26839080459770115","0.26839080459770115","0.2","0.2","0.2","29","29","29","0.2360919540229885","0.2360919540229885","0.2360919540229885","0.25545454545454543","0.25545454545454543","0.25545454545454543","29","29","29","0.4772413793103448","0.4772413793103448","0.4772413793103448"
"30","0.24727272727272728","0.24727272727272728","0.24727272727272728","30","30","30","0.5408045977011494","0.5408045977011494","0.5408045977011494","0.23772727272727273","0.23772727272727273","0.23772727272727273","30","30","30","0.5360919540229885","0.5360919540229885","0.5360919540229885","0.23772727272727273","0.23772727272727273","0.23772727272727273","30","30","30","0.5160919540229885","0.5160919540229885","0.5160919540229885","0.24227272727272728","0.24227272727272728","0.24227272727272728","30","30","30","0.47804597701149426","0.47804597701149426","0.47804597701149426","0.27136363636363636","0.27136363636363636","0.27136363636363636","30","30","30","0.40816091954022987","0.40816091954022987","0.40816091954022987","0.21363636363636362","0.21363636363636362","0.21363636363636362","30","30","30","0.2739080459770115","0.2739080459770115","0.2739080459770115","0.195","0.195","0.195","30","30","30","0.23770114942528736","0.23770114942528736","0.23770114942528736","0.2586363636363636","0.2586363636363636","0.2586363636363636","30","30","30","0.505632183908046","0.505632183908046","0.505632183908046"
"31","0.26681818181818184","0.26681818181818184","0.26681818181818184","31","31","31","0.5596551724137931","0.5596551724137931","0.5596551724137931","0.23727272727272727","0.23727272727272727","0.23727272727272727","31","31","31","0.5739080459770115","0.5739080459770115","0.5739080459770115","0.25681818181818183","0.25681818181818183","0.25681818181818183","31","31","31","0.5167816091954023","0.5167816091954023","0.5167816091954023","0.25772727272727275","0.25772727272727275","0.25772727272727275","31","31","31","0.4772413793103448","0.4772413793103448","0.4772413793103448","0.25227272727272726","0.25227272727272726","0.25227272727272726","31","31","31","0.4064367816091954","0.4064367816091954","0.4064367816091954","0.21272727272727274","0.21272727272727274","0.21272727272727274","31","31","31","0.27482758620689657","0.27482758620689657","0.27482758620689657","0.20272727272727273","0.20272727272727273","0.20272727272727273","31","31","31","0.24402298850574713","0.24402298850574713","0.24402298850574713","0.2390909090909091","0.2390909090909091","0.2390909090909091","31","31","31","0.5027586206896552","0.5027586206896552","0.5027586206896552"
"32","0.26181818181818184","0.26181818181818184","0.26181818181818184","32","32","32","0.5862068965517241","0.5862068965517241","0.5862068965517241","0.2509090909090909","0.2509090909090909","0.2509090909090909","32","32","32","0.5857471264367816","0.5857471264367816","0.5857471264367816","0.23272727272727273","0.23272727272727273","0.23272727272727273","32","32","32","0.5333333333333333","0.5333333333333333","0.5333333333333333","0.24772727272727274","0.24772727272727274","0.24772727272727274","32","32","32","0.47586206896551725","0.47586206896551725","0.47586206896551725","0.25545454545454543","0.25545454545454543","0.25545454545454543","32","32","32","0.4066666666666667","0.4066666666666667","0.4066666666666667","0.2109090909090909","0.2109090909090909","0.2109090909090909","32","32","32","0.27034482758620687","0.27034482758620687","0.27034482758620687","0.1990909090909091","0.1990909090909091","0.1990909090909091","32","32","32","0.24333333333333335","0.24333333333333335","0.24333333333333335","0.25227272727272726","0.25227272727272726","0.25227272727272726","32","32","32","0.5129885057471264","0.5129885057471264","0.5129885057471264"
"33","0.2595454545454545","0.2595454545454545","0.2595454545454545","33","33","33","0.5924137931034483","0.5924137931034483","0.5924137931034483","0.24136363636363636","0.24136363636363636","0.24136363636363636","33","33","33","0.592183908045977","0.592183908045977","0.592183908045977","0.26136363636363635","0.26136363636363635","0.26136363636363635","33","33","33","0.5348275862068965","0.5348275862068965","0.5348275862068965","0.24909090909090909","0.24909090909090909","0.24909090909090909","33","33","33","0.49942528735632186","0.49942528735632186","0.49942528735632186","0.265","0.265","0.265","33","33","33","0.4174712643678161","0.4174712643678161","0.4174712643678161","0.21363636363636362","0.21363636363636362","0.21363636363636362","33","33","33","0.27425287356321837","0.27425287356321837","0.27425287356321837","0.20636363636363636","0.20636363636363636","0.20636363636363636","33","33","33","0.24448275862068966","0.24448275862068966","0.24448275862068966","0.24454545454545454","0.24454545454545454","0.24454545454545454","33","33","33","0.5272413793103449","0.5272413793103449","0.5272413793103449"
"34","0.255","0.255","0.255","34","34","34","0.6001149425287357","0.6001149425287357","0.6001149425287357","0.23363636363636364","0.23363636363636364","0.23363636363636364","34","34","34","0.6175862068965517","0.6175862068965517","0.6175862068965517","0.24363636363636362","0.24363636363636362","0.24363636363636362","34","34","34","0.5606896551724138","0.5606896551724138","0.5606896551724138","0.24818181818181817","0.24818181818181817","0.24818181818181817","34","34","34","0.5036781609195402","0.5036781609195402","0.5036781609195402","0.26590909090909093","0.26590909090909093","0.26590909090909093","34","34","34","0.4149425287356322","0.4149425287356322","0.4149425287356322","0.20545454545454545","0.20545454545454545","0.20545454545454545","34","34","34","0.27482758620689657","0.27482758620689657","0.27482758620689657","0.20545454545454545","0.20545454545454545","0.20545454545454545","34","34","34","0.23896551724137932","0.23896551724137932","0.23896551724137932","0.24272727272727274","0.24272727272727274","0.24272727272727274","34","34","34","0.5493103448275862","0.5493103448275862","0.5493103448275862"
"35","0.2459090909090909","0.2459090909090909","0.2459090909090909","35","35","35","0.6298850574712643","0.6298850574712643","0.6298850574712643","0.25272727272727274","0.25272727272727274","0.25272727272727274","35","35","35","0.631264367816092","0.631264367816092","0.631264367816092","0.25","0.25","0.25","35","35","35","0.5589655172413793","0.5589655172413793","0.5589655172413793","0.25045454545454543","0.25045454545454543","0.25045454545454543","35","35","35","0.525632183908046","0.525632183908046","0.525632183908046","0.265","0.265","0.265","35","35","35","0.4325287356321839","0.4325287356321839","0.4325287356321839","0.21863636363636363","0.21863636363636363","0.21863636363636363","35","35","35","0.2803448275862069","0.2803448275862069","0.2803448275862069","0.19954545454545455","0.19954545454545455","0.19954545454545455","35","35","35","0.2435632183908046","0.2435632183908046","0.2435632183908046","0.2540909090909091","0.2540909090909091","0.2540909090909091","35","35","35","0.5520689655172414","0.5520689655172414","0.5520689655172414"
"36","0.2459090909090909","0.2459090909090909","0.2459090909090909","36","36","36","0.6537931034482759","0.6537931034482759","0.6537931034482759","0.2459090909090909","0.2459090909090909","0.2459090909090909","36","36","36","0.6335632183908046","0.6335632183908046","0.6335632183908046","0.2631818181818182","0.2631818181818182","0.2631818181818182","36","36","36","0.5541379310344827","0.5541379310344827","0.5541379310344827","0.25136363636363634","0.25136363636363634","0.25136363636363634","36","36","36","0.52","0.52","0.52","0.26272727272727275","0.26272727272727275","0.26272727272727275","36","36","36","0.4393103448275862","0.4393103448275862","0.4393103448275862","0.21181818181818182","0.21181818181818182","0.21181818181818182","36","36","36","0.27379310344827584","0.27379310344827584","0.27379310344827584","0.20772727272727273","0.20772727272727273","0.20772727272727273","36","36","36","0.24563218390804598","0.24563218390804598","0.24563218390804598","0.23772727272727273","0.23772727272727273","0.23772727272727273","36","36","36","0.5342528735632184","0.5342528735632184","0.5342528735632184"
"37","0.24045454545454545","0.24045454545454545","0.24045454545454545","37","37","37","0.6008045977011495","0.6008045977011495","0.6008045977011495","0.24863636363636363","0.24863636363636363","0.24863636363636363","37","37","37","0.6610344827586206","0.6610344827586206","0.6610344827586206","0.2636363636363636","0.2636363636363636","0.2636363636363636","37","37","37","0.5934482758620689","0.5934482758620689","0.5934482758620689","0.24363636363636362","0.24363636363636362","0.24363636363636362","37","37","37","0.5108045977011494","0.5108045977011494","0.5108045977011494","0.2681818181818182","0.2681818181818182","0.2681818181818182","37","37","37","0.4439080459770115","0.4439080459770115","0.4439080459770115","0.20863636363636365","0.20863636363636365","0.20863636363636365","37","37","37","0.2764367816091954","0.2764367816091954","0.2764367816091954","0.205","0.205","0.205","37","37","37","0.24448275862068966","0.24448275862068966","0.24448275862068966","0.245","0.245","0.245","37","37","37","0.5740229885057472","0.5740229885057472","0.5740229885057472"
"38","0.25272727272727274","0.25272727272727274","0.25272727272727274","38","38","38","0.6296551724137931","0.6296551724137931","0.6296551724137931","0.23045454545454547","0.23045454545454547","0.23045454545454547","38","38","38","0.6237931034482759","0.6237931034482759","0.6237931034482759","0.26272727272727275","0.26272727272727275","0.26272727272727275","38","38","38","0.5985057471264368","0.5985057471264368","0.5985057471264368","0.23772727272727273","0.23772727272727273","0.23772727272727273","38","38","38","0.5464367816091954","0.5464367816091954","0.5464367816091954","0.26136363636363635","0.26136363636363635","0.26136363636363635","38","38","38","0.44494252873563217","0.44494252873563217","0.44494252873563217","0.2109090909090909","0.2109090909090909","0.2109090909090909","38","38","38","0.277816091954023","0.277816091954023","0.277816091954023","0.1990909090909091","0.1990909090909091","0.1990909090909091","38","38","38","0.252183908045977","0.252183908045977","0.252183908045977","0.2359090909090909","0.2359090909090909","0.2359090909090909","38","38","38","0.5695402298850575","0.5695402298850575","0.5695402298850575"
"39","0.24863636363636363","0.24863636363636363","0.24863636363636363","39","39","39","0.6824137931034483","0.6824137931034483","0.6824137931034483","0.24363636363636362","0.24363636363636362","0.24363636363636362","39","39","39","0.6558620689655172","0.6558620689655172","0.6558620689655172","0.2545454545454545","0.2545454545454545","0.2545454545454545","39","39","39","0.597816091954023","0.597816091954023","0.597816091954023","0.24636363636363637","0.24636363636363637","0.24636363636363637","39","39","39","0.5413793103448276","0.5413793103448276","0.5413793103448276","0.25772727272727275","0.25772727272727275","0.25772727272727275","39","39","39","0.44655172413793104","0.44655172413793104","0.44655172413793104","0.21363636363636362","0.21363636363636362","0.21363636363636362","39","39","39","0.2803448275862069","0.2803448275862069","0.2803448275862069","0.19272727272727272","0.19272727272727272","0.19272727272727272","39","39","39","0.24908045977011495","0.24908045977011495","0.24908045977011495","0.24454545454545454","0.24454545454545454","0.24454545454545454","39","39","39","0.5820689655172414","0.5820689655172414","0.5820689655172414"
"40","0.23727272727272727","0.23727272727272727","0.23727272727272727","40","40","40","0.6959770114942528","0.6959770114942528","0.6959770114942528","0.24272727272727274","0.24272727272727274","0.24272727272727274","40","40","40","0.6834482758620689","0.6834482758620689","0.6834482758620689","0.2540909090909091","0.2540909090909091","0.2540909090909091","40","40","40","0.6225287356321839","0.6225287356321839","0.6225287356321839","0.23727272727272727","0.23727272727272727","0.23727272727272727","40","40","40","0.5577011494252874","0.5577011494252874","0.5577011494252874","0.265","0.265","0.265","40","40","40","0.45298850574712646","0.45298850574712646","0.45298850574712646","0.21","0.21","0.21","40","40","40","0.2845977011494253","0.2845977011494253","0.2845977011494253","0.2","0.2","0.2","40","40","40","0.25471264367816093","0.25471264367816093","0.25471264367816093","0.24454545454545454","0.24454545454545454","0.24454545454545454","40","40","40","0.5782758620689655","0.5782758620689655","0.5782758620689655"
"41","0.25","0.25","0.25","41","41","41","0.6917241379310345","0.6917241379310345","0.6917241379310345","0.22818181818181818","0.22818181818181818","0.22818181818181818","41","41","41","0.6609195402298851","0.6609195402298851","0.6609195402298851","0.255","0.255","0.255","41","41","41","0.6257471264367817","0.6257471264367817","0.6257471264367817","0.23681818181818182","0.23681818181818182","0.23681818181818182","41","41","41","0.5685057471264368","0.5685057471264368","0.5685057471264368","0.25136363636363634","0.25136363636363634","0.25136363636363634","41","41","41","0.4533333333333333","0.4533333333333333","0.4533333333333333","0.2131818181818182","0.2131818181818182","0.2131818181818182","41","41","41","0.2835632183908046","0.2835632183908046","0.2835632183908046","0.20545454545454545","0.20545454545454545","0.20545454545454545","41","41","41","0.25287356321839083","0.25287356321839083","0.25287356321839083","0.2340909090909091","0.2340909090909091","0.2340909090909091","41","41","41","0.5749425287356322","0.5749425287356322","0.5749425287356322"
"42","0.22954545454545455","0.22954545454545455","0.22954545454545455","42","42","42","0.6951724137931035","0.6951724137931035","0.6951724137931035","0.23","0.23","0.23","42","42","42","0.6922988505747126","0.6922988505747126","0.6922988505747126","0.24409090909090908","0.24409090909090908","0.24409090909090908","42","42","42","0.6363218390804598","0.6363218390804598","0.6363218390804598","0.2459090909090909","0.2459090909090909","0.2459090909090909","42","42","42","0.586551724137931","0.586551724137931","0.586551724137931","0.2581818181818182","0.2581818181818182","0.2581818181818182","42","42","42","0.4639080459770115","0.4639080459770115","0.4639080459770115","0.20454545454545456","0.20454545454545456","0.20454545454545456","42","42","42","0.28804597701149426","0.28804597701149426","0.28804597701149426","0.20045454545454544","0.20045454545454544","0.20045454545454544","42","42","42","0.2514942528735632","0.2514942528735632","0.2514942528735632","0.25136363636363634","0.25136363636363634","0.25136363636363634","42","42","42","0.5879310344827586","0.5879310344827586","0.5879310344827586"
"43","0.24863636363636363","0.24863636363636363","0.24863636363636363","43","43","43","0.7374712643678161","0.7374712643678161","0.7374712643678161","0.24954545454545454","0.24954545454545454","0.24954545454545454","43","43","43","0.6955172413793104","0.6955172413793104","0.6955172413793104","0.2509090909090909","0.2509090909090909","0.2509090909090909","43","43","43","0.62","0.62","0.62","0.21863636363636363","0.21863636363636363","0.21863636363636363","43","43","43","0.5785057471264368","0.5785057471264368","0.5785057471264368","0.25727272727272726","0.25727272727272726","0.25727272727272726","43","43","43","0.4633333333333333","0.4633333333333333","0.4633333333333333","0.2159090909090909","0.2159090909090909","0.2159090909090909","43","43","43","0.2868965517241379","0.2868965517241379","0.2868965517241379","0.20727272727272728","0.20727272727272728","0.20727272727272728","43","43","43","0.2520689655172414","0.2520689655172414","0.2520689655172414","0.25227272727272726","0.25227272727272726","0.25227272727272726","43","43","43","0.6032183908045977","0.6032183908045977","0.6032183908045977"
"44","0.24454545454545454","0.24454545454545454","0.24454545454545454","44","44","44","0.71","0.71","0.71","0.24045454545454545","0.24045454545454545","0.24045454545454545","44","44","44","0.6888505747126437","0.6888505747126437","0.6888505747126437","0.2409090909090909","0.2409090909090909","0.2409090909090909","44","44","44","0.6470114942528735","0.6470114942528735","0.6470114942528735","0.25181818181818183","0.25181818181818183","0.25181818181818183","44","44","44","0.580919540229885","0.580919540229885","0.580919540229885","0.25727272727272726","0.25727272727272726","0.25727272727272726","44","44","44","0.4771264367816092","0.4771264367816092","0.4771264367816092","0.21181818181818182","0.21181818181818182","0.21181818181818182","44","44","44","0.2845977011494253","0.2845977011494253","0.2845977011494253","0.19772727272727272","0.19772727272727272","0.19772727272727272","44","44","44","0.2591954022988506","0.2591954022988506","0.2591954022988506","0.2318181818181818","0.2318181818181818","0.2318181818181818","44","44","44","0.6240229885057471","0.6240229885057471","0.6240229885057471"
"45","0.25272727272727274","0.25272727272727274","0.25272727272727274","45","45","45","0.7248275862068966","0.7248275862068966","0.7248275862068966","0.24681818181818183","0.24681818181818183","0.24681818181818183","45","45","45","0.7090804597701149","0.7090804597701149","0.7090804597701149","0.24227272727272728","0.24227272727272728","0.24227272727272728","45","45","45","0.6597701149425287","0.6597701149425287","0.6597701149425287","0.23863636363636365","0.23863636363636365","0.23863636363636365","45","45","45","0.5870114942528736","0.5870114942528736","0.5870114942528736","0.24818181818181817","0.24818181818181817","0.24818181818181817","45","45","45","0.4768965517241379","0.4768965517241379","0.4768965517241379","0.2190909090909091","0.2190909090909091","0.2190909090909091","45","45","45","0.2950574712643678","0.2950574712643678","0.2950574712643678","0.19772727272727272","0.19772727272727272","0.19772727272727272","45","45","45","0.2616091954022989","0.2616091954022989","0.2616091954022989","0.24409090909090908","0.24409090909090908","0.24409090909090908","45","45","45","0.5929885057471265","0.5929885057471265","0.5929885057471265"
"46","0.24545454545454545","0.24545454545454545","0.24545454545454545","46","46","46","0.7704597701149425","0.7704597701149425","0.7704597701149425","0.24363636363636362","0.24363636363636362","0.24363636363636362","46","46","46","0.7258620689655172","0.7258620689655172","0.7258620689655172","0.24772727272727274","0.24772727272727274","0.24772727272727274","46","46","46","0.6705747126436782","0.6705747126436782","0.6705747126436782","0.2318181818181818","0.2318181818181818","0.2318181818181818","46","46","46","0.6037931034482759","0.6037931034482759","0.6037931034482759","0.2681818181818182","0.2681818181818182","0.2681818181818182","46","46","46","0.4867816091954023","0.4867816091954023","0.4867816091954023","0.2177272727272727","0.2177272727272727","0.2177272727272727","46","46","46","0.2896551724137931","0.2896551724137931","0.2896551724137931","0.20045454545454544","0.20045454545454544","0.20045454545454544","46","46","46","0.25850574712643676","0.25850574712643676","0.25850574712643676","0.23363636363636364","0.23363636363636364","0.23363636363636364","46","46","46","0.6281609195402299","0.6281609195402299","0.6281609195402299"
