Using GPU 0: NVIDIA GeForce RTX 3090
Epoch 1/500 - Train Loss: 1.9870, Train Accuracy: 0.2297, Test Loss: 2.0766, Test Accuracy: 0.1413
Epoch 2/500 - Train Loss: 1.8592, Train Accuracy: 0.3418, Test Loss: 2.0723, Test Accuracy: 0.1884
Epoch 3/500 - Train Loss: 1.7987, Train Accuracy: 0.3700, Test Loss: 2.0685, Test Accuracy: 0.2379
Epoch 4/500 - Train Loss: 1.7977, Train Accuracy: 0.3801, Test Loss: 2.0630, Test Accuracy: 0.2999
Epoch 5/500 - Train Loss: 1.7683, Train Accuracy: 0.3950, Test Loss: 2.0533, Test Accuracy: 0.3383
Epoch 6/500 - Train Loss: 1.7547, Train Accuracy: 0.4072, Test Loss: 2.0383, Test Accuracy: 0.3222
Epoch 7/500 - Train Loss: 1.7483, Train Accuracy: 0.4189, Test Loss: 2.0112, Test Accuracy: 0.4486
Epoch 8/500 - Train Loss: 1.7512, Train Accuracy: 0.3993, Test Loss: 1.9827, Test Accuracy: 0.4027
Epoch 9/500 - Train Loss: 1.7178, Train Accuracy: 0.4354, Test Loss: 1.9382, Test Accuracy: 0.4833
Epoch 10/500 - Train Loss: 1.7128, Train Accuracy: 0.4418, Test Loss: 1.8922, Test Accuracy: 0.4015
Epoch 11/500 - Train Loss: 1.7418, Train Accuracy: 0.4258, Test Loss: 1.7721, Test Accuracy: 0.5056
Epoch 12/500 - Train Loss: 1.7206, Train Accuracy: 0.4157, Test Loss: 1.7098, Test Accuracy: 0.4634
Epoch 13/500 - Train Loss: 1.6851, Train Accuracy: 0.4317, Test Loss: 1.6448, Test Accuracy: 0.4833
Epoch 14/500 - Train Loss: 1.6912, Train Accuracy: 0.4317, Test Loss: 1.5786, Test Accuracy: 0.5031
Epoch 15/500 - Train Loss: 1.6829, Train Accuracy: 0.4413, Test Loss: 1.5695, Test Accuracy: 0.5081
Epoch 16/500 - Train Loss: 1.6555, Train Accuracy: 0.4551, Test Loss: 1.5083, Test Accuracy: 0.5477
Epoch 17/500 - Train Loss: 1.6549, Train Accuracy: 0.4508, Test Loss: 1.4812, Test Accuracy: 0.5428
Epoch 18/500 - Train Loss: 1.6120, Train Accuracy: 0.4886, Test Loss: 1.4768, Test Accuracy: 0.5564
Epoch 19/500 - Train Loss: 1.5765, Train Accuracy: 0.4912, Test Loss: 1.4502, Test Accuracy: 0.5415
Epoch 20/500 - Train Loss: 1.5545, Train Accuracy: 0.4981, Test Loss: 1.4367, Test Accuracy: 0.5774
Epoch 21/500 - Train Loss: 1.5682, Train Accuracy: 0.5061, Test Loss: 1.5402, Test Accuracy: 0.5266
Epoch 22/500 - Train Loss: 1.5683, Train Accuracy: 0.4981, Test Loss: 1.7299, Test Accuracy: 0.4833
Epoch 23/500 - Train Loss: 1.5337, Train Accuracy: 0.5263, Test Loss: 1.3784, Test Accuracy: 0.6146
Epoch 24/500 - Train Loss: 1.4632, Train Accuracy: 0.5502, Test Loss: 1.4089, Test Accuracy: 0.5638
Epoch 25/500 - Train Loss: 1.4874, Train Accuracy: 0.5348, Test Loss: 1.3794, Test Accuracy: 0.6134
Epoch 26/500 - Train Loss: 1.4561, Train Accuracy: 0.5444, Test Loss: 1.5475, Test Accuracy: 0.5254
Epoch 27/500 - Train Loss: 1.4454, Train Accuracy: 0.5540, Test Loss: 1.6158, Test Accuracy: 0.5155
Epoch 28/500 - Train Loss: 1.4659, Train Accuracy: 0.5497, Test Loss: 1.4545, Test Accuracy: 0.5428
Epoch 29/500 - Train Loss: 1.4458, Train Accuracy: 0.5561, Test Loss: 1.5037, Test Accuracy: 0.5589
Epoch 30/500 - Train Loss: 1.4190, Train Accuracy: 0.5784, Test Loss: 1.3659, Test Accuracy: 0.6159
Epoch 31/500 - Train Loss: 1.3954, Train Accuracy: 0.5821, Test Loss: 1.2927, Test Accuracy: 0.6456
Epoch 32/500 - Train Loss: 1.3886, Train Accuracy: 0.5890, Test Loss: 1.4362, Test Accuracy: 0.5985
Epoch 33/500 - Train Loss: 1.3805, Train Accuracy: 0.5986, Test Loss: 1.3421, Test Accuracy: 0.5960
Epoch 34/500 - Train Loss: 1.3894, Train Accuracy: 0.6055, Test Loss: 1.2528, Test Accuracy: 0.6741
Epoch 35/500 - Train Loss: 1.3383, Train Accuracy: 0.6156, Test Loss: 1.3161, Test Accuracy: 0.6059
Epoch 36/500 - Train Loss: 1.3656, Train Accuracy: 0.6093, Test Loss: 1.3516, Test Accuracy: 0.6146
Epoch 37/500 - Train Loss: 1.3568, Train Accuracy: 0.6156, Test Loss: 1.3459, Test Accuracy: 0.6121
Epoch 38/500 - Train Loss: 1.3754, Train Accuracy: 0.6002, Test Loss: 1.3614, Test Accuracy: 0.5911
Epoch 39/500 - Train Loss: 1.3584, Train Accuracy: 0.6029, Test Loss: 1.2945, Test Accuracy: 0.6146
Epoch 40/500 - Train Loss: 1.3457, Train Accuracy: 0.6061, Test Loss: 1.2776, Test Accuracy: 0.6406
